yearel,myoutcomenext,difshare
1996,0,-.3774073
1946,0,.174935
1946,0,-.174935
1948,1,.0372042
1948,0,-.0372042
1950,1,.1460358
1950,0,-.1460358
1952,1,.0003656
1952,0,-.0003656
1954,1,.0698153
1954,0,-.0698153
1956,1,.2351525
1956,0,-.2351525
1958,1,.2722095
1958,0,-.2722095
1960,1,.3707464
1960,0,-.3707464
1962,1,.1729024
1962,0,-.1729024
1964,1,.2602923
1964,0,-.2602923
1966,1,.1721331
1966,0,-.1721331
1968,1,.0938533
1968,0,-.0938533
1970,0,.1016884
1970,0,-.1016884
1972,1,.0206452
1972,0,-.0206452
1974,1,.0409574
1974,0,-.0409574
1976,1,.1846506
1976,0,-.1846506
1976,0,-.445333
1976,0,-.5183378
1978,0,.2249914
1978,0,-.2249914
1980,1,.3891574
1980,0,-.3891574
1980,0,-.6633626
1982,1,.3952413
1982,0,-.3952413
1984,1,.4370757
1984,0,-.4370757
1984,0,-.6966931
1986,1,.3959025
1986,0,-.3959025
1988,0,.4615119
1988,0,-.4615119
1990,1,.0810199
1990,0,-.0810199
1990,0,-.5404373
1992,1,.1568262
1992,0,-.1568262
1994,0,.4459945
1994,0,-.4459945
1996,1,.1809954
1996,0,-.1809954
1996,0,-.5309362
1996,0,-.5335502
1972,1,.2587834
1972,0,-.2587834
1972,0,-.6111969
1974,1,.1924165
1974,0,-.1924165
1974,0,-.5395753
1976,0,.3286176
1976,0,-.3286176
1978,1,.2537326
1978,0,-.2537326
1978,0,-.539732
1980,1,.4708697
1980,0,-.4708697
1980,0,-.7012699
1982,1,.1909269
1982,0,-.1909269
1984,0,.5717674
1984,0,-.5717674
1986,1,.3954423
1986,0,-.3954423
1988,1,.5026145
1988,0,-.5026145
1990,1,.3638709
1990,0,-.3638709
1990,0,-.6291912
1992,1,.4541462
1992,0,-.4541462
1992,0,-.6791981
1996,1,.4387061
1996,0,-.4387061
1982,0,.2659196
1982,0,-.2659196
1982,0,-.5989743
1984,1,.7879329
1984,0,-.7879329
1986,1,.3147367
1986,0,-.3147367
1986,0,-.6355221
1988,1,.2739661
1988,0,-.2739661
1988,0,-.6168196
1990,1,.2900112
1990,0,-.2900112
1992,1,.21857
1992,0,-.21857
1992,0,-.6092657
1994,1,.4185382
1994,0,-.4185382
1994,0,-.6839439
1994,0,-.6903758
1996,0,.2447298
1996,0,-.2447298
1946,0,.0110652
1946,1,-.0110652
1948,0,.06012
1948,0,-.06012
1948,0,-.4934875
1948,0,-.5164993
1950,0,.0094493
1950,1,-.0094493
1952,1,.005429
1952,0,-.005429
1954,1,.0974898
1954,0,-.0974898
1956,1,.1025801
1956,0,-.1025801
1958,1,.2483352
1958,0,-.2483352
1960,0,.2078155
1960,0,-.2078155
1962,1,.0605317
1962,0,-.0605317
1964,0,.0343698
1964,0,-.0343698
1966,1,.0365387
1966,0,-.0365387
1968,1,.1888377
1968,0,-.1888377
1970,0,.1633823
1970,0,-.1633823
1972,1,.111908
1972,0,-.111908
1974,1,.1653955
1974,0,-.1653955
1976,1,.0921451
1976,0,-.0921451
1978,0,.1984625
1978,0,-.1984625
1980,1,.0742294
1980,0,-.0742294
1982,1,.0739987
1982,0,-.0739987
1984,1,.3724861
1984,0,-.3724861
1986,1,.3324561
1986,0,-.3324561
1986,0,-.6271724
1988,0,.3157057
1988,0,-.3157057
1990,1,.0601271
1990,0,-.0601271
1992,0,.2059475
1992,0,-.2059475
1992,0,-.554924
1992,0,-.5618765
1994,1,.1086657
1994,0,-.1086657
1996,1,.0243411
1996,0,-.0243411
1996,0,-.475149
1946,1,.2140713
1946,0,-.2140713
1948,0,.0220633
1948,0,-.0220633
1948,0,-.4992684
1950,1,.1425598
1950,0,-.1425598
1952,1,.3233294
1952,0,-.3233294
1954,1,.2166685
1954,0,-.2166685
1956,1,.1995241
1956,0,-.1995241
1958,0,.1004364
1958,0,-.1004364
1960,1,.0230397
1960,0,-.0230397
1962,0,.0568714
1962,0,-.0568714
1964,1,.0444444
1964,0,-.0444444
1966,0,.4064714
1966,0,-.4064714
1968,1,.0871165
1968,0,-.0871165
1968,0,-.4904659
1970,1,.3423929
1970,0,-.3423929
1970,0,-.6321823
1972,0,.4214931
1972,0,-.4214931
1972,0,-.6544629
1974,1,.1131352
1974,0,-.1131352
1976,1,.0116458
1976,0,-.0116458
1978,0,.1461342
1978,0,-.1461342
1980,1,.176311
1980,0,-.176311
1982,0,.0452702
1982,1,-.0452702
1984,1,.0008399
1984,0,-.0008399
1986,1,.0870793
1986,0,-.0870793
1988,1,.2958615
1988,0,-.2958615
1988,0,-.6055576
1990,0,.2724015
1990,0,-.2724015
1992,1,.2536691
1992,0,-.2536691
1992,0,-.5864835
1992,0,-.5913106
1994,1,.4994387
1994,0,-.4994387
1996,0,.3926795
1996,0,-.3926795
1996,0,-.6703177
1946,1,.1512576
1946,0,-.1512576
1948,1,.3625546
1948,0,-.3625546
1948,0,-.6733429
1950,0,.2154274
1950,0,-.2154274
1950,0,-.5920625
1952,1,.0143963
1952,0,-.0143963
1952,0,-.4951605
1954,1,.1195778
1954,0,-.1195778
1956,1,.2410389
1956,0,-.2410389
1958,0,.3898295
1958,0,-.3898295
1960,1,.0653055
1960,0,-.0653055
1962,1,.0555276
1962,0,-.0555276
1964,1,.0779932
1964,0,-.0779932
1964,0,-.531007
1966,0,.0166455
1966,0,-.0166455
1968,0,.0723133
1968,0,-.0723133
1970,0,.009509
1970,0,-.009509
1972,0,.0747966
1972,0,-.0747966
1974,1,.0958241
1974,0,-.0958241
1976,0,.3289348
1976,0,-.3289348
1978,1,.1460472
1978,0,-.1460472
1980,1,.2285403
1980,0,-.2285403
1982,1,.2248481
1982,0,-.2248481
1982,0,-.5666639
1984,1,.3370551
1984,0,-.3370551
1984,0,-.6323946
1986,1,.2333361
1986,0,-.2333361
1988,1,.2154806
1988,0,-.2154806
1990,1,.222666
1990,0,-.222666
1946,1,.0904542
1946,0,-.0904542
1946,0,-.5335153
1948,1,.020136
1948,0,-.020136
1950,1,.0927183
1950,0,-.0927183
1950,0,-.5290322
1952,0,.2407419
1952,0,-.2407419
1954,0,.0123126
1954,1,-.0123126
1956,1,.0174936
1956,0,-.0174936
1958,0,.2196682
1958,0,-.2196682
1960,1,.0180123
1960,0,-.0180123
1962,1,.108758
1962,0,-.108758
1964,1,.0820799
1964,0,-.0820799
1966,1,.2035021
1966,0,-.2035021
1968,0,.3569719
1968,0,-.3569719
1970,1,.2817768
1970,0,-.2817768
1972,1,.5210344
1972,0,-.5210344
1974,0,.260071
1974,0,-.260071
1976,1,.0991177
1976,0,-.0991177
1978,1,.1372349
1978,0,-.1372349
1980,1,.1812714
1980,0,-.1812714
1982,1,.0950268
1982,0,-.0950268
1982,0,-.5157483
1984,1,.3184573
1984,0,-.3184573
1986,1,.0693413
1986,0,-.0693413
1988,1,.1104971
1988,0,-.1104971
1990,0,.2592239
1990,0,-.2592239
1992,1,.0350255
1992,0,-.0350255
1992,0,-.4786729
1994,0,.0643421
1994,0,-.0643421
1994,0,-.395663
1996,1,.0926226
1996,0,-.0926226
1996,0,-.4797911
1982,1,.1508329
1982,0,-.1508329
1984,0,.1367704
1984,0,-.1367704
1984,0,-.5467215
1986,1,.1004925
1986,0,-.1004925
1986,0,-.5221009
1988,1,.3028489
1988,0,-.3028489
1988,0,-.6163092
1990,1,.2703842
1990,0,-.2703842
1990,0,-.5718089
1992,0,.1989318
1992,0,-.1989318
1992,0,-.5385619
1994,1,.009437
1994,0,-.009437
1994,0,-.4449322
1996,0,.0659992
1996,0,-.0659992
1996,0,-.4745268
1996,0,-.4816592
1996,0,-.4828991
1982,1,.1416883
1982,0,-.1416883
1982,0,-.5229019
1984,1,.4542632
1984,0,-.4542632
1984,0,-.682155
1986,1,.1682574
1986,0,-.1682574
1988,1,.1664965
1988,0,-.1664965
1988,0,-.5512137
1990,1,.250712
1990,0,-.250712
1990,0,-.5215942
1992,1,.0457589
1992,0,-.0457589
1992,0,-.4299696
1992,0,-.4511667
1992,0,-.4685518
1994,0,.3430148
1994,0,-.3430148
1994,0,-.592086
1994,0,-.6049917
1996,1,.232936
1996,0,-.232936
1996,0,-.553876
1996,0,-.5688547
1996,0,-.5720872
1946,0,.1768136
1946,0,-.1768136
1948,1,.0129631
1948,0,-.0129631
1950,0,.0556624
1950,0,-.0556624
1952,1,.0095663
1952,0,-.0095663
1954,0,.0901995
1954,1,-.0901995
1956,1,.0843041
1956,0,-.0843041
1958,1,.3374065
1958,0,-.3374065
1960,1,.1508658
1960,0,-.1508658
1962,1,.4329861
1962,0,-.4329861
1964,1,.2658696
1964,0,-.2658696
1966,1,.352632
1966,0,-.352632
1968,1,.4428765
1968,0,-.4428765
1970,0,.6491358
1970,0,-.6491358
1972,0,.0430229
1972,0,-.0430229
1974,1,.1933903
1974,0,-.1933903
1974,0,-.4795375
1976,1,.6498051
1976,0,-.6498051
1976,0,-.7102765
1976,0,-.7360842
1976,0,-.7563731
1978,1,.481442
1978,0,-.481442
1978,0,-.6912941
1980,0,.4318938
1980,0,-.4318938
1980,0,-.6666356
1968,1,.062094
1968,0,-.062094
1968,0,-.5233987
1970,1,.1679033
1970,0,-.1679033
1970,0,-.5646916
1970,0,-.5707033
1972,1,.113637
1972,0,-.113637
1974,1,.189184
1974,0,-.189184
1974,0,-.5692011
1976,1,.4468578
1976,0,-.4468578
1976,0,-.715721
1978,1,.250556
1978,0,-.250556
1980,1,.0202866
1980,1,-.0202866
1982,1,.04877
1982,0,-.04877
1984,1,.3095737
1984,0,-.3095737
1984,0,-.6385036
1986,0,.4179046
1986,0,-.4179046
1986,0,-.7088035
1986,0,-.7088191
1988,1,.0328553
1988,0,-.0328553
1988,0,-.4840696
1990,1,.404302
1990,0,-.404302
1992,1,.2527777
1992,0,-.2527777
1994,1,.4785844
1994,0,-.4785844
1996,0,.1950248
1996,0,-.1950248
1996,0,-.5261915
1996,0,-.5429464
1968,0,.0140431
1968,0,-.0140431
1968,0,-.5003513
1970,1,.0271223
1970,0,-.0271223
1970,0,-.4971649
1972,1,.4434558
1972,0,-.4434558
1974,1,.3486729
1974,0,-.3486729
1974,0,-.6536747
1976,1,.4065705
1976,0,-.4065705
1982,1,.1679164
1982,0,-.1679164
1984,1,.4865988
1984,0,-.4865988
1986,1,.25756
1986,0,-.25756
1992,1,.1290574
1992,0,-.1290574
1994,1,.3140385
1994,0,-.3140385
1994,0,-.5842453
1996,1,.1186782
1996,0,-.1186782
1982,1,.2909751
1982,0,-.2909751
1982,0,-.6436824
1984,1,.230732
1984,0,-.230732
1984,0,-.5936844
1986,1,.4259336
1986,0,-.4259336
1988,1,.4621867
1988,0,-.4621867
1990,1,.4891839
1990,0,-.4891839
1992,1,.3747235
1992,0,-.3747235
1992,0,-.6478649
1994,1,.2952353
1994,0,-.2952353
1994,0,-.6123212
1996,0,.3671055
1996,0,-.3671055
1996,0,-.6503824
1960,1,.1629528
1960,0,-.1629528
1960,0,-.5774073
1962,1,.2877065
1962,0,-.2877065
1964,1,.235287
1964,0,-.235287
1966,0,.1182285
1966,0,-.1182285
1960,1,.1754903
1960,0,-.1754903
1960,0,-.5835049
1962,0,.0505853
1962,0,-.0505853
1964,1,.0315446
1964,0,-.0315446
1966,0,.0097328
1966,0,-.0097328
1946,1,.0011598
1946,0,-.0011598
1948,1,.1808452
1948,0,-.1808452
1950,0,.0216261
1950,0,-.0216261
1952,0,.2107432
1952,0,-.2107432
1954,1,.0673251
1954,0,-.0673251
1956,1,.2184643
1956,0,-.2184643
1958,0,.0779228
1958,1,-.0779228
1960,0,.0005159
1960,0,-.0005159
1962,1,.0176089
1962,0,-.0176089
1964,1,.1194661
1964,0,-.1194661
1966,1,.3299114
1966,0,-.3299114
1968,0,.3624005
1968,0,-.3624005
1970,0,.0334484
1970,0,-.0334484
1970,0,-.5047327
1972,1,.1339824
1972,0,-.1339824
1972,0,-.5274714
1974,1,.3110748
1974,0,-.3110748
1974,0,-.5677343
1976,1,.183489
1976,0,-.183489
1976,0,-.5617031
1978,0,.0484604
1978,0,-.0484604
1978,0,-.4877137
1978,0,-.5055778
1980,1,.0419538
1980,0,-.0419538
1982,1,.2559434
1982,0,-.2559434
1984,1,.430123
1984,0,-.430123
1984,0,-.7064972
1986,1,.0311992
1986,0,-.0311992
1988,1,.1960853
1988,0,-.1960853
1990,1,.0835403
1990,0,-.0835403
1990,0,-.4809915
1992,1,.3723691
1992,0,-.3723691
1992,0,-.5852382
1994,1,.2908042
1994,0,-.2908042
1996,1,.3833851
1996,0,-.3833851
1996,0,-.6658462
1946,0,.054243
1946,0,-.054243
1948,1,.1491177
1948,0,-.1491177
1950,0,.0681038
1950,0,-.0681038
1952,1,.0509632
1952,0,-.0509632
1954,1,.1432742
1954,0,-.1432742
1956,0,.1527211
1956,0,-.1527211
1958,1,.0222979
1958,0,-.0222979
1960,0,.0163685
1960,1,-.0163685
1962,0,.0782343
1962,0,-.0782343
1964,0,.1507765
1964,0,-.1507765
1966,1,.2250249
1966,0,-.2250249
1968,1,.232993
1968,0,-.232993
1970,0,.0565197
1970,0,-.0565197
1970,0,-.5114309
1972,0,.1052392
1972,0,-.1052392
1972,0,-.5299382
1974,0,.0256437
1974,0,-.0256437
1974,0,-.4644732
1974,0,-.4891061
1976,1,.1326468
1976,0,-.1326468
1978,1,.2694783
1978,0,-.2694783
1978,0,-.6125657
1978,0,-.6147587
1978,0,-.6157271
1980,1,.3677128
1980,0,-.3677128
1980,0,-.6516396
1980,0,-.6650216
1980,0,-.6668718
1982,0,.0767316
1982,0,-.0767316
1984,0,.00232
1984,0,-.00232
1984,0,-.4868447
1984,0,-.4891554
1984,0,-.4899552
1986,1,.1144559
1986,0,-.1144559
1986,0,-.5424995
1986,0,-.5504054
1988,1,.1633937
1988,0,-.1633937
1988,0,-.5586829
1990,0,.1778442
1990,0,-.1778442
1990,0,-.5527994
1990,0,-.5731753
1992,0,.0372813
1992,0,-.0372813
1992,0,-.4801537
1992,0,-.5023857
1994,0,.099665
1994,0,-.099665
1994,1,-.2751561
1996,1,.1256047
1996,0,-.1256047
1996,0,-.5370064
1996,0,-.537383
1982,1,.5371797
1982,0,-.5371797
1984,1,.4950261
1984,0,-.4950261
1984,0,-.7387175
1986,1,.3383997
1986,0,-.3383997
1986,0,-.6589019
1988,0,.3596248
1988,0,-.3596248
1988,0,-.6513697
1988,0,-.6620556
1990,1,.218985
1990,0,-.218985
1990,0,-.5352531
1990,0,-.5796456
1992,1,.2226918
1992,0,-.2226918
1992,0,-.5643257
1992,0,-.5804611
1992,0,-.5816442
1992,0,-.5878129
1994,0,.1912134
1994,0,-.1912134
1994,0,-.5781844
1996,1,.0387165
1996,0,-.0387165
1996,0,-.5001035
1996,0,-.5079749
1996,0,-.5100739
1986,1,.3894372
1986,0,-.3894372
1988,0,.3480026
1988,0,-.3480026
1988,0,-.6554649
1988,0,-.6613079
1990,1,.1018696
1990,0,-.1018696
1946,1,.1203907
1946,0,-.1203907
1948,0,.0304933
1948,0,-.0304933
1950,1,.0897931
1950,0,-.0897931
1952,0,.202036
1952,0,-.202036
1954,0,.1236635
1954,0,-.1236635
1956,1,.1638086
1956,0,-.1638086
1958,0,.0716407
1958,0,-.0716407
1960,1,.0457899
1960,0,-.0457899
1962,0,.2275529
1962,0,-.2275529
1964,0,.0158865
1964,1,-.0158865
1966,0,.0460199
1966,0,-.0460199
1968,0,.254742
1968,0,-.254742
1970,1,.0052277
1970,0,-.0052277
1972,1,.0339373
1972,0,-.0339373
1974,1,.094026
1974,0,-.094026
1976,0,.1288882
1976,0,-.1288882
1978,1,.1726196
1978,0,-.1726196
1980,1,.3713811
1980,0,-.3713811
1982,1,.4218751
1982,0,-.4218751
1984,1,.491618
1984,0,-.491618
1984,0,-.7153706
1992,0,.185118
1992,0,-.185118
1992,0,-.5493281
1994,1,.1192883
1994,0,-.1192883
1994,0,-.477464
1996,1,.1442021
1996,0,-.1442021
1996,0,-.513132
1948,1,.0919567
1948,0,-.0919567
1948,0,-.5429823
1950,1,.0795023
1950,0,-.0795023
1952,1,.7275331
1952,0,-.7275331
1954,1,.1816938
1954,0,-.1816938
1956,0,.071213
1956,1,-.071213
1958,1,.0983793
1958,0,-.0983793
1960,1,.0326477
1960,0,-.0326477
1962,0,.0151475
1962,1,-.0151475
1964,1,.1817035
1964,0,-.1817035
1966,1,.302394
1966,0,-.302394
1968,1,.5395997
1968,0,-.5395997
1968,0,-.7331475
1968,0,-.7359401
1970,1,.2670042
1970,0,-.2670042
1972,1,.2805458
1972,0,-.2805458
1972,0,-.587869
1974,1,.7156986
1974,0,-.7156986
1976,1,.4789416
1976,0,-.4789416
1978,0,.1870482
1978,0,-.1870482
1980,0,.1386775
1980,0,-.1386775
1980,0,-.4725187
1982,1,.0263964
1982,0,-.0263964
1982,0,-.4689683
1984,1,.1881067
1984,0,-.1881067
1984,0,-.2616299
1984,0,-.4606427
1986,1,.4089589
1986,0,-.4089589
1986,0,-.6154797
1988,0,.3447752
1988,0,-.3447752
1988,0,-.5416598
1990,0,.0143923
1990,0,-.0143923
1990,0,-.2856367
1992,0,.0255169
1992,1,-.0255169
1992,0,-.4335565
1992,0,-.4465499
1994,1,.0655725
1994,0,-.0655725
1996,0,.0617732
1996,0,-.0617732
1996,0,-.4271989
1958,1,.2190622
1958,0,-.2190622
1960,1,.2538695
1960,0,-.2538695
1962,1,.2925317
1962,0,-.2925317
1964,1,.2925816
1964,0,-.2925816
1966,1,.4185659
1966,0,-.4185659
1968,1,.2318453
1968,0,-.2318453
1968,0,-.590431
1970,1,.5869189
1970,0,-.5869189
1970,0,-.7495283
1972,1,.3970916
1972,0,-.3970916
1972,0,-.6544471
1974,1,.1033526
1974,0,-.1033526
1974,0,-.4874658
1976,1,.1498917
1976,0,-.1498917
1976,0,-.5303122
1978,1,.0669164
1978,0,-.0669164
1978,0,-.4919368
1980,0,.1219418
1980,0,-.1219418
1980,0,-.5153932
1980,0,-.5286883
1982,1,.1737583
1982,0,-.1737583
1982,0,-.5635056
1984,0,.3890455
1984,0,-.3890455
1986,1,.1865891
1986,0,-.1865891
1986,0,-.5610199
1988,1,.2027578
1988,0,-.2027578
1988,0,-.5616943
1990,1,.3246498
1990,0,-.3246498
1990,0,-.5852981
1992,1,.3721098
1992,0,-.3721098
1992,0,-.5835685
1994,1,.3812017
1994,0,-.3812017
1994,0,-.5689519
1994,0,-.6164293
1996,1,.2706881
1996,0,-.2706881
1996,0,-.5776122
1996,0,-.5838809
1948,1,.6872306
1948,0,-.6872306
1952,1,.0302598
1952,0,-.0302598
1952,0,-.4938137
1954,1,.3062593
1954,0,-.3062593
1956,1,.3716922
1956,0,-.3716922
1962,1,.4965551
1962,0,-.4965551
1964,1,.4861759
1964,0,-.4861759
1966,1,.3492372
1966,0,-.3492372
1968,1,.1420366
1968,0,-.1420366
1968,0,-.5379183
1970,1,.2498415
1970,0,-.2498415
1970,0,-.5969894
1972,1,.3981862
1972,0,-.3981862
1974,1,.4466911
1974,0,-.4466911
1976,0,.4571393
1976,0,-.4571393
1978,1,.0687129
1978,0,-.0687129
1980,1,.4401422
1980,0,-.4401422
1980,0,-.6767825
1982,1,.821645
1982,0,-.821645
1982,0,-.8673549
1986,1,.5189353
1986,0,-.5189353
1988,1,.4235392
1988,0,-.4235392
1990,1,.2555822
1990,0,-.2555822
1990,0,-.5538688
1992,1,.109169
1992,0,-.109169
1992,0,-.4261055
1994,1,.0365295
1994,0,-.0365295
1994,0,-.4560072
1996,0,.1241516
1996,0,-.1241516
1996,0,-.5004217
1996,0,-.5160348
1946,1,.0570019
1946,0,-.0570019
1948,1,.0334122
1948,0,-.0334122
1948,0,-.4964782
1950,0,.3437932
1950,0,-.3437932
1952,1,.1000016
1952,0,-.1000016
1954,1,.2455508
1954,0,-.2455508
1954,0,-.5917483
1956,1,.2385209
1956,0,-.2385209
1958,1,.1994014
1958,0,-.1994014
1960,1,.3061641
1960,0,-.3061641
1962,1,.1301907
1962,0,-.1301907
1964,1,.4384848
1964,0,-.4384848
1966,1,.1890548
1966,0,-.1890548
1968,1,.1413459
1968,0,-.1413459
1968,0,-.5274378
1970,1,.3592482
1970,0,-.3592482
1972,1,.3488023
1972,0,-.3488023
1976,0,.0040094
1976,0,-.0040094
1976,0,-.3976461
1976,0,-.4667915
1978,1,.1074531
1978,0,-.1074531
1980,1,.3556022
1980,0,-.3556022
1980,0,-.6026968
1982,1,.2772109
1982,0,-.2772109
1984,1,.24696
1984,0,-.24696
1984,0,-.5948915
1986,1,.403192
1986,0,-.403192
1988,1,.9859123
1988,0,-.9859123
1988,0,-.9924548
1990,1,.1537248
1990,0,-.1537248
1990,0,-.4868712
1992,1,.0411718
1992,0,-.0411718
1992,0,-.4533279
1994,1,.2641766
1994,0,-.2641766
1994,0,-.5757121
1996,1,.2436283
1996,0,-.2436283
1996,0,-.5702928
1960,1,.6746306
1960,0,-.6746306
1962,0,.6090466
1962,0,-.6090466
1966,1,.4251899
1966,0,-.4251899
1968,1,.4906845
1968,0,-.4906845
1968,0,-.6927485
1970,1,.416111
1970,0,-.416111
1972,1,.6373428
1972,0,-.6373428
1972,0,-.8180715
1972,0,-.8183484
1974,1,.2187098
1974,0,-.2187098
1974,0,-.568813
1976,1,.2368826
1976,0,-.2368826
1978,1,.3368632
1978,0,-.3368632
1980,0,.0580373
1980,0,-.0580373
1980,0,-.4752428
1982,1,.174577
1982,0,-.174577
1982,0,-.5628593
1984,1,.4853005
1984,0,-.4853005
1984,0,-.7022836
1984,0,-.7045299
1986,0,.530892
1986,0,-.530892
1986,0,-.7369404
1986,0,-.7389685
1988,1,.5712929
1988,0,-.5712929
1988,0,-.7413394
1988,0,-.7437084
1990,1,.543569
1990,0,-.543569
1992,1,.4317909
1992,0,-.4317909
1992,0,-.6658035
1992,0,-.6666623
1992,0,-.6676642
1994,1,.3950634
1994,0,-.3950634
1994,0,-.6593408
1996,1,.4429418
1996,0,-.4429418
1996,1,-.6918404
1996,0,-.6934061
1996,0,-.6939396
1952,0,.0115949
1952,1,-.0115949
1954,1,.018014
1954,0,-.018014
1956,1,.0746973
1956,0,-.0746973
1958,1,.019119
1958,0,-.019119
1960,1,.174494
1960,0,-.174494
1962,1,.1738877
1962,0,-.1738877
1964,1,.2729277
1964,0,-.2729277
1966,1,.5316842
1966,0,-.5316842
1968,1,.467401
1968,0,-.467401
1970,1,.0671915
1970,0,-.0671915
1972,0,.0415927
1972,0,-.0415927
1974,1,.4945432
1974,0,-.4945432
1974,0,-.6729387
1974,0,-.6844513
1976,1,.3905863
1976,0,-.3905863
1976,0,-.6104907
1976,0,-.6416252
1978,1,.4031627
1978,0,-.4031627
1978,0,-.6458236
1980,0,.4374304
1980,0,-.4374304
1980,0,-.6435202
1982,1,.0774242
1982,0,-.0774242
1982,0,-.5062804
1982,0,-.5107626
1984,1,.3826915
1984,0,-.3826915
1984,0,-.6563765
1986,1,.4770811
1986,0,-.4770811
1988,1,.4670354
1988,0,-.4670354
1990,0,.3614334
1990,0,-.3614334
1992,1,.319422
1992,0,-.319422
1994,1,.2056325
1994,0,-.2056325
1994,0,-.5549695
1994,0,-.564039
1996,1,.2784475
1996,0,-.2784475
1996,0,-.5928985
1996,0,-.6020305
1946,1,.1234748
1946,0,-.1234748
1948,1,.0275823
1948,0,-.0275823
1950,1,.1051363
1950,0,-.1051363
1952,1,.6867635
1952,0,-.6867635
1954,1,.060187
1954,0,-.060187
1956,0,.0556154
1956,0,-.0556154
1958,1,.018834
1958,0,-.018834
1960,1,.1409529
1960,0,-.1409529
1962,1,.2904119
1962,0,-.2904119
1964,1,.3226327
1964,0,-.3226327
1966,1,.2882723
1966,0,-.2882723
1968,0,.3323356
1968,0,-.3323356
1968,0,-.5534233
1970,1,.1602045
1970,0,-.1602045
1970,0,-.559455
1972,1,.1776084
1972,0,-.1776084
1972,0,-.4992865
1974,1,.1119903
1974,0,-.1119903
1976,1,.5141909
1976,0,-.5141909
1976,0,-.7274561
1978,1,.2970179
1978,0,-.2970179
1978,0,-.6063633
1980,1,.3188191
1980,0,-.3188191
1980,0,-.6019585
1980,0,-.6104228
1982,1,.3705849
1982,0,-.3705849
1982,0,-.6575987
1982,0,-.6604949
1984,1,.3342773
1984,0,-.3342773
1986,1,.3312464
1986,0,-.3312464
1988,1,.3683456
1988,0,-.3683456
1990,1,.2101284
1990,0,-.2101284
1992,1,.451863
1992,0,-.451863
1992,0,-.6582195
1994,1,.4226085
1994,0,-.4226085
1994,0,-.6681052
1996,1,.4952257
1996,0,-.4952257
1996,0,-.6820922
1996,0,-.6949041
1948,1,.5981483
1948,0,-.5981483
1950,0,.662769
1950,0,-.662769
1954,1,.3079166
1954,0,-.3079166
1956,1,.3119662
1956,0,-.3119662
1960,1,.2402523
1960,0,-.2402523
1962,1,.4498745
1962,0,-.4498745
1964,1,.4050015
1964,0,-.4050015
1966,1,.3087879
1966,0,-.3087879
1968,1,.280352
1968,0,-.280352
1970,0,.3799303
1970,0,-.3799303
1972,1,.0579061
1972,0,-.0579061
1974,1,.1707566
1974,0,-.1707566
1974,0,-.5283055
1976,1,.2739325
1976,0,-.2739325
1976,0,-.5893245
1976,0,-.6207693
1976,0,-.6209114
1978,1,.1472611
1978,0,-.1472611
1980,1,.1627223
1980,0,-.1627223
1980,0,-.5010362
1982,1,.1189655
1982,0,-.1189655
1984,1,.2065395
1984,0,-.2065395
1986,1,.2214502
1986,0,-.2214502
1986,0,-.5789785
1988,1,.3535539
1988,0,-.3535539
1988,0,-.643473
1990,1,.22594
1990,0,-.22594
1992,1,.7143354
1992,0,-.7143354
1992,0,-.7922143
1992,0,-.7924765
1994,1,.6369388
1994,0,-.6369388
1996,1,.7195458
1996,0,-.7195458
1996,0,-.8107953
1946,0,.0741529
1946,0,-.0741529
1948,0,.0441175
1948,0,-.0441175
1948,0,-.4948719
1950,1,.0397631
1950,0,-.0397631
1952,1,.0772546
1952,0,-.0772546
1952,0,-.5147778
1954,1,.0901345
1954,0,-.0901345
1956,1,.2056638
1956,0,-.2056638
1958,1,.1758417
1958,0,-.1758417
1960,1,.1847512
1960,0,-.1847512
1962,0,.3190192
1962,0,-.3190192
1964,1,.3952291
1964,0,-.3952291
1966,1,.2630001
1966,0,-.2630001
1968,1,.1310533
1968,0,-.1310533
1968,0,-.5655015
1970,1,.4060055
1970,0,-.4060055
1970,0,-.668364
1972,1,.4713063
1972,0,-.4713063
1972,0,-.6970149
1974,1,.4117
1974,0,-.4117
1976,1,.4367088
1976,0,-.4367088
1976,0,-.6874586
1978,1,.3487645
1978,0,-.3487645
1978,0,-.6125268
1980,1,.1420546
1980,0,-.1420546
1980,0,-.5176353
1982,1,.213202
1982,0,-.213202
1984,1,.4357835
1984,0,-.4357835
1984,0,-.6610738
1986,1,.3943117
1986,0,-.3943117
1988,1,.4591881
1988,0,-.4591881
1990,1,.1685281
1990,0,-.1685281
1992,1,.483961
1992,0,-.483961
1992,0,-.6732197
1994,1,.4963522
1994,0,-.4963522
1994,0,-.6710776
1996,0,.5855659
1996,0,-.5855659
1996,0,-.7426307
1996,0,-.7530105
1948,1,.4257208
1948,0,-.4257208
1950,0,.071386
1950,0,-.071386
1952,1,.2010413
1952,0,-.2010413
1952,0,-.5759724
1954,1,.2241331
1954,0,-.2241331
1956,1,.2132231
1956,0,-.2132231
1958,1,.0910854
1958,0,-.0910854
1960,1,.1786072
1960,0,-.1786072
1962,1,.2141081
1962,0,-.2141081
1964,1,.262414
1964,0,-.262414
1966,1,.3819529
1966,0,-.3819529
1968,1,.3639644
1968,0,-.3639644
1968,0,-.6548241
1970,1,.2526148
1970,0,-.2526148
1970,0,-.6081536
1972,0,.2923967
1972,0,-.2923967
1974,1,.5398806
1974,0,-.5398806
