Diagnosed Diabetes; Total (Total); Adults Aged 20+ Years; Crude Number; U.S. Counties; 2017
Data downloaded on 12-October-2020
County,State,CountyFIPS,Number,Lower Limit, Upper Limit
Chemung County,New York,36015,8193,7020,9481
Chenango County,New York,36017,5006,4283,5786
Clinton County,New York,36019,7139,6170,8182
Columbia County,New York,36021,4606,3852,5443
Cortland County,New York,36023,4143,3460,4951
Delaware County,New York,36025,3789,3197,4494
Dutchess County,New York,36027,21953,18853,25555
Erie County,New York,36029,80261,70897,89754
Essex County,New York,36031,3251,2704,3835
Franklin County,New York,36033,5319,4592,6172
Fulton County,New York,36035,5777,5053,6664
Genesee County,New York,36037,5958,5133,6896
Greene County,New York,36039,4224,3563,4983
Hamilton County,New York,36041,484,402,578
Herkimer County,New York,36043,5277,4524,6179
Jefferson County,New York,36045,9043,7848,10432
Kings County,New York,36047,188807,171764,205450
Lewis County,New York,36049,2791,2355,3348
Livingston County,New York,36051,6157,5200,7282
Madison County,New York,36053,5766,4807,6842
Monroe County,New York,36055,51536,44421,58539
Montgomery County,New York,36057,4504,3797,5349
Nassau County,New York,36059,88169,77615,100796
New York County,New York,36061,91896,81793,102493
Niagara County,New York,36063,22985,19463,26385
Oneida County,New York,36065,24769,21592,28146
Onondaga County,New York,36067,39805,35442,44605
Ontario County,New York,36069,8954,7591,10491
Orange County,New York,36071,25574,21995,29488
Orleans County,New York,36073,4995,4256,5750
Oswego County,New York,36075,9581,8127,11421
Otsego County,New York,36077,4364,3662,5084
Putnam County,New York,36079,5361,4322,6590
Queens County,New York,36081,200764,183914,218365
Rensselaer County,New York,36083,12419,10443,14714
Richmond County,New York,36085,40376,34934,46685
Rockland County,New York,36087,19488,16335,22820
Saratoga County,New York,36091,16032,13935,18200
Schenectady County,New York,36093,13491,11514,15730
Schoharie County,New York,36095,2980,2499,3515
Schuyler County,New York,36097,1715,1462,1995
Seneca County,New York,36099,3433,2932,4023
St. Lawrence County,New York,36089,9505,8242,10909
Steuben County,New York,36101,10023,8534,11514
Suffolk County,New York,36103,103272,91196,115727
Sullivan County,New York,36105,6812,5842,7781
Tioga County,New York,36107,4481,3796,5325
Tompkins County,New York,36109,5087,4184,6166
Ulster County,New York,36111,13559,11325,15963
Warren County,New York,36113,4931,4148,5770
Washington County,New York,36115,6530,5610,7520
Wayne County,New York,36117,9131,7855,10483
Westchester County,New York,36119,57694,50133,65386
Wyoming County,New York,36121,3782,3220,4443
Yates County,New York,36123,2618,2229,3052
Alamance County,North Carolina,37001,12861,8905,17495
Alexander County,North Carolina,37003,4906,2803,8546
Alleghany County,North Carolina,37005,1133,602,2023
Anson County,North Carolina,37007,2592,1281,4439
Ashe County,North Carolina,37009,2908,1886,4353
Avery County,North Carolina,37011,1668,888,2885
Beaufort County,North Carolina,37013,3718,2428,5352
Bertie County,North Carolina,37015,3448,2435,4627
Bladen County,North Carolina,37017,5766,3623,8394
Brunswick County,North Carolina,37019,14681,10633,19260
Buncombe County,North Carolina,37021,17302,13071,21798
Burke County,North Carolina,37023,6069,3827,9548
Cabarrus County,North Carolina,37025,17892,12554,23770
Caldwell County,North Carolina,37027,10520,7290,14493
Camden County,North Carolina,37029,824,408,1465
Carteret County,North Carolina,37031,7889,5643,10464
Caswell County,North Carolina,37033,2680,991,5231
Catawba County,North Carolina,37035,15190,10509,20686
Chatham County,North Carolina,37037,6351,3907,9296
Cherokee County,North Carolina,37039,2938,2118,3910
Chowan County,North Carolina,37041,1852,1176,2698
Clay County,North Carolina,37043,558,322,891
Cleveland County,North Carolina,37045,10753,6913,15694
Columbus County,North Carolina,37047,8220,5950,11064
Craven County,North Carolina,37049,10138,7250,13367
Cumberland County,North Carolina,37051,28631,23266,34307
Currituck County,North Carolina,37053,2118,1336,3133
Dare County,North Carolina,37055,3266,2345,4568
Davidson County,North Carolina,37057,20445,15690,25887
Davie County,North Carolina,37059,3857,2290,6152
Duplin County,North Carolina,37061,7080,4797,10797
Durham County,North Carolina,37063,16939,12537,21957
Edgecombe County,North Carolina,37065,7703,4397,12073
Forsyth County,North Carolina,37067,32018,25759,38943
Franklin County,North Carolina,37069,5890,3320,9239
Gaston County,North Carolina,37071,18165,12592,25509
Gates County,North Carolina,37073,1414,769,2267
Graham County,North Carolina,37075,460,225,807
Granville County,North Carolina,37077,5534,3062,8637
Greene County,North Carolina,37079,2414,1146,4051
Guilford County,North Carolina,37081,43413,34336,52441
Halifax County,North Carolina,37083,9113,6243,12545
Harnett County,North Carolina,37085,13905,10044,18234
Haywood County,North Carolina,37087,5648,4325,7176
Henderson County,North Carolina,37089,10619,7686,14242
Hertford County,North Carolina,37091,4589,3147,6437
Hoke County,North Carolina,37093,4660,2793,7137
Hyde County,North Carolina,37095,824,435,1415
Iredell County,North Carolina,37097,15555,10413,21914
Jackson County,North Carolina,37099,3418,2392,4849
Johnston County,North Carolina,37101,17565,12610,23488
Jones County,North Carolina,37103,2068,1211,3128
Lee County,North Carolina,37105,4830,3202,6815
Lenoir County,North Carolina,37107,6605,4698,8906
Lincoln County,North Carolina,37109,6069,3516,9550
Macon County,North Carolina,37113,4013,2714,5604
Madison County,North Carolina,37115,1253,692,1951
Martin County,North Carolina,37117,3830,2423,5508
Mcdowell County,North Carolina,37111,4295,2797,5969
Mecklenburg County,North Carolina,37119,64829,54502,75931
Mitchell County,North Carolina,37121,1456,738,2693
Montgomery County,North Carolina,37123,4399,2611,6987
Moore County,North Carolina,37125,6237,4018,9390
Nash County,North Carolina,37127,11288,7791,15467
New Hanover County,North Carolina,37129,13029,9573,17261
Northampton County,North Carolina,37131,3703,2389,5336
Onslow County,North Carolina,37133,11937,8746,15640
Orange County,North Carolina,37135,7800,4794,11402
Pamlico County,North Carolina,37137,2063,1227,3184
Pasquotank County,North Carolina,37139,3712,2667,5012
Pender County,North Carolina,37141,7076,4472,10264
Perquimans County,North Carolina,37143,1357,811,2068
Person County,North Carolina,37145,3536,1680,5434
Pitt County,North Carolina,37147,13849,10449,17865
Polk County,North Carolina,37149,2674,1637,4078
Randolph County,North Carolina,37151,12842,8558,18226
Richmond County,North Carolina,37153,7781,5219,11160
Robeson County,North Carolina,37155,15068,12274,18002
Rockingham County,North Carolina,37157,10874,6893,15597
Rowan County,North Carolina,37159,12082,7924,17297
Rutherford County,North Carolina,37161,7689,5220,10899
Sampson County,North Carolina,37163,8283,6049,11235
Scotland County,North Carolina,37165,5152,3540,7272
Stanly County,North Carolina,37167,4889,2829,8311
Stokes County,North Carolina,37169,5871,3762,8607
Surry County,North Carolina,37171,6615,4384,9117
Swain County,North Carolina,37173,1394,660,2373
Transylvania County,North Carolina,37175,3591,2551,4932
Tyrrell County,North Carolina,37177,624,325,1051
Union County,North Carolina,37179,15471,10101,22116
Vance County,North Carolina,37181,6040,3518,9561
Wake County,North Carolina,37183,67404,56921,78814
Warren County,North Carolina,37185,2006,855,3744
Washington County,North Carolina,37187,1742,1085,2592
Watauga County,North Carolina,37189,3313,1924,5057
Wayne County,North Carolina,37191,14545,11318,18071
Wilkes County,North Carolina,37193,8407,5671,11601
Wilson County,North Carolina,37195,6824,4196,10190
Yadkin County,North Carolina,37197,3555,2031,5544
Yancey County,North Carolina,37199,2148,1192,3404
Adams County,North Dakota,38001,238,142,353
Barnes County,North Dakota,38003,801,588,1055
Benson County,North Dakota,38005,599,397,833
Billings County,North Dakota,38007,40,18,74
Bottineau County,North Dakota,38009,534,396,697
Bowman County,North Dakota,38011,227,145,344
Burke County,North Dakota,38013,118,70,187
Burleigh County,North Dakota,38015,6119,5350,6994
Cass County,North Dakota,38017,10050,8973,11251
Cavalier County,North Dakota,38019,391,275,568
Dickey County,North Dakota,38021,465,327,637
Divide County,North Dakota,38023,129,68,212
Dunn County,North Dakota,38025,415,278,587
Eddy County,North Dakota,38027,166,109,242
Emmons County,North Dakota,38029,291,198,405
Foster County,North Dakota,38031,276,172,400
Golden Valley County,North Dakota,38033,121,74,185
Grand Forks County,North Dakota,38035,4825,4018,5706
Grant County,North Dakota,38037,274,190,382
Griggs County,North Dakota,38039,248,161,362
Hettinger County,North Dakota,38041,195,110,315
Kidder County,North Dakota,38043,152,85,249
Lamoure County,North Dakota,38045,251,175,345
Logan County,North Dakota,38047,158,97,242
Mchenry County,North Dakota,38049,434,297,591
Mcintosh County,North Dakota,38051,196,119,305
Mckenzie County,North Dakota,38053,629,457,863
Mclean County,North Dakota,38055,778,597,991
Mercer County,North Dakota,38057,749,586,933
Morton County,North Dakota,38059,2149,1768,2601
Mountrail County,North Dakota,38061,937,690,1219
Nelson County,North Dakota,38063,252,175,347
Oliver County,North Dakota,38065,122,72,188
Pembina County,North Dakota,38067,750,580,947
Pierce County,North Dakota,38069,387,249,565
Ramsey County,North Dakota,38071,1036,799,1310
Ransom County,North Dakota,38073,547,396,732
Renville County,North Dakota,38075,164,94,267
Richland County,North Dakota,38077,1208,958,1487
Rolette County,North Dakota,38079,1562,1238,1917
Sargent County,North Dakota,38081,358,237,509
Sheridan County,North Dakota,38083,113,68,167
Sioux County,North Dakota,38085,638,413,907
Slope County,North Dakota,38087,38,19,69
Stark County,North Dakota,38089,1535,1220,1921
Steele County,North Dakota,38091,222,136,329
Stutsman County,North Dakota,38093,1449,1133,1817
Towner County,North Dakota,38095,187,101,312
Traill County,North Dakota,38097,803,547,1106
Walsh County,North Dakota,38099,851,660,1081
Ward County,North Dakota,38101,4455,3841,5186
Wells County,North Dakota,38103,360,248,500
Williams County,North Dakota,38105,2150,1774,2586
Adams County,Ohio,39001,3424,2543,4577
Allen County,Ohio,39003,10188,8409,12125
Ashland County,Ohio,39005,4984,3002,7573
Ashtabula County,Ohio,39007,10276,7800,13402
Athens County,Ohio,39009,5725,4565,7178
Auglaize County,Ohio,39011,3605,2745,4577
Belmont County,Ohio,39013,8241,6812,9770
Brown County,Ohio,39015,4012,2942,5405
Butler County,Ohio,39017,33210,27080,40092
Carroll County,Ohio,39019,3064,2173,4137
Champaign County,Ohio,39021,3526,2356,5296
Clark County,Ohio,39023,14207,10814,17847
Clermont County,Ohio,39025,19693,15735,24765
Clinton County,Ohio,39027,3184,1870,5169
Columbiana County,Ohio,39029,13213,10231,16466
Coshocton County,Ohio,39031,3282,2426,4335
Crawford County,Ohio,39033,3686,2726,4776
Cuyahoga County,Ohio,39035,105961,94420,118961
Darke County,Ohio,39037,5144,3591,7066
Defiance County,Ohio,39039,3761,2648,5078
Delaware County,Ohio,39041,12961,10648,15879
Erie County,Ohio,39043,7577,6014,9374
Fairfield County,Ohio,39045,14637,10991,18804
Fayette County,Ohio,39047,2898,2072,3944
Franklin County,Ohio,39049,95070,85683,105444
Fulton County,Ohio,39051,2814,1924,3884
Gallia County,Ohio,39053,4095,3233,5067
Geauga County,Ohio,39055,7062,4650,10209
Greene County,Ohio,39057,15848,12438,19753
Guernsey County,Ohio,39059,3738,2797,4780
Hamilton County,Ohio,39061,72095,62898,81284
Hancock County,Ohio,39063,6446,5082,7950
Hardin County,Ohio,39065,3520,2638,4608
Harrison County,Ohio,39067,1653,1138,2212
Henry County,Ohio,39069,2316,1493,3692
Highland County,Ohio,39071,4480,3400,5815
Hocking County,Ohio,39073,3220,2392,4152
Holmes County,Ohio,39075,2138,1158,3419
Huron County,Ohio,39077,4571,3297,6133
Jackson County,Ohio,39079,4534,3673,5577
Jefferson County,Ohio,39081,7918,6684,9329
Knox County,Ohio,39083,5304,4106,6769
Lake County,Ohio,39085,18691,14061,24579
Lawrence County,Ohio,39087,8737,7340,10233
Licking County,Ohio,39089,15062,11855,18663
Logan County,Ohio,39091,2554,1625,3792
Lorain County,Ohio,39093,34903,28324,42674
Lucas County,Ohio,39095,40541,35772,45842
Madison County,Ohio,39097,4425,2805,7000
Mahoning County,Ohio,39099,25300,21110,30188
Marion County,Ohio,39101,6100,4836,7577
Medina County,Ohio,39103,13740,10212,17575
Meigs County,Ohio,39105,3300,2587,4174
Mercer County,Ohio,39107,3354,2481,4338
Miami County,Ohio,39109,9718,7146,12990
Monroe County,Ohio,39111,1621,1185,2182
Montgomery County,Ohio,39113,52100,44507,60159
Morgan County,Ohio,39115,1914,1371,2517
Morrow County,Ohio,39117,4508,3325,5813
Muskingum County,Ohio,39119,8657,7382,10018
Noble County,Ohio,39121,1543,1044,2205
Ottawa County,Ohio,39123,3918,2754,5218
Paulding County,Ohio,39125,1771,1127,2667
Perry County,Ohio,39127,2608,1920,3424
Pickaway County,Ohio,39129,7173,4873,9850
Pike County,Ohio,39131,3883,2881,5156
Portage County,Ohio,39133,13473,10232,17418
Preble County,Ohio,39135,3120,1839,4743
Putnam County,Ohio,39137,2364,1738,3098
Richland County,Ohio,39139,12999,10941,15435
Ross County,Ohio,39141,8969,7386,10817
Sandusky County,Ohio,39143,6068,4671,7714
Scioto County,Ohio,39145,8957,7488,10493
Seneca County,Ohio,39147,5448,4267,6951
Shelby County,Ohio,39149,3607,2166,5746
Stark County,Ohio,39151,37851,32319,44119
Summit County,Ohio,39153,48727,41209,56338
Trumbull County,Ohio,39155,20920,16698,25165
Tuscarawas County,Ohio,39157,7418,6213,8829
Union County,Ohio,39159,3641,2501,4944
Van Wert County,Ohio,39161,3219,2277,4365
Vinton County,Ohio,39163,1191,803,1740
Warren County,Ohio,39165,17819,14001,22258
Washington County,Ohio,39167,6862,5873,7964
Wayne County,Ohio,39169,11604,7920,16189
Williams County,Ohio,39171,3196,2227,4367
Wood County,Ohio,39173,12594,10065,15855
Wyandot County,Ohio,39175,2463,1722,3326
Adair County,Oklahoma,40001,3146,2068,4505
Alfalfa County,Oklahoma,40003,406,200,750
Atoka County,Oklahoma,40005,1210,605,2212
Beaver County,Oklahoma,40007,486,305,743
Beckham County,Oklahoma,40009,2112,1364,3173
Blaine County,Oklahoma,40011,936,622,1381
Bryan County,Oklahoma,40013,4333,3130,5782
Caddo County,Oklahoma,40015,3103,2207,4258
Canadian County,Oklahoma,40017,11348,9177,14010
Carter County,Oklahoma,40019,4395,3435,5491
Cherokee County,Oklahoma,40021,6678,4866,8885
Choctaw County,Oklahoma,40023,2178,1469,3230
Cimarron County,Oklahoma,40025,192,95,345
Cleveland County,Oklahoma,40027,20760,17445,24220
Coal County,Oklahoma,40029,495,239,910
Comanche County,Oklahoma,40031,10425,8583,12558
Cotton County,Oklahoma,40033,525,251,1014
Craig County,Oklahoma,40035,1601,909,2480
Creek County,Oklahoma,40037,6502,4997,8233
Custer County,Oklahoma,40039,2026,1411,2905
Delaware County,Oklahoma,40041,4900,3582,6501
Dewey County,Oklahoma,40043,405,246,616
Ellis County,Oklahoma,40045,267,139,446
Garfield County,Oklahoma,40047,4473,3468,5670
Garvin County,Oklahoma,40049,3374,2495,4556
Grady County,Oklahoma,40051,4498,3275,5816
Grant County,Oklahoma,40053,368,208,639
Greer County,Oklahoma,40055,359,167,805
Harmon County,Oklahoma,40057,266,135,529
Harper County,Oklahoma,40059,154,69,265
Haskell County,Oklahoma,40061,868,493,1388
Hughes County,Oklahoma,40063,1616,961,2379
Jackson County,Oklahoma,40065,1476,972,2185
Jefferson County,Oklahoma,40067,574,317,949
Johnston County,Oklahoma,40069,1228,752,1815
Kay County,Oklahoma,40071,3951,2831,5288
Kingfisher County,Oklahoma,40073,1590,983,2311
Kiowa County,Oklahoma,40075,1217,746,1869
Latimer County,Oklahoma,40077,1013,557,1647
Le Flore County,Oklahoma,40079,5468,4117,6978
Lincoln County,Oklahoma,40081,3610,2590,4782
Logan County,Oklahoma,40083,4501,3269,5945
Love County,Oklahoma,40085,966,513,1737
Major County,Oklahoma,40093,707,408,1124
Marshall County,Oklahoma,40095,1972,1239,2902
Mayes County,Oklahoma,40097,4259,2917,6327
Mcclain County,Oklahoma,40087,3334,2397,4533
Mccurtain County,Oklahoma,40089,3588,2629,4626
Mcintosh County,Oklahoma,40091,2685,1792,3635
Murray County,Oklahoma,40099,1410,884,2069
Muskogee County,Oklahoma,40101,7698,6043,9625
Noble County,Oklahoma,40103,1307,766,1960
Nowata County,Oklahoma,40105,2185,1245,3282
Okfuskee County,Oklahoma,40107,1378,763,2242
Oklahoma County,Oklahoma,40109,63825,58333,69401
Okmulgee County,Oklahoma,40111,3346,2219,4819
Osage County,Oklahoma,40113,3268,2188,4471
Ottawa County,Oklahoma,40115,3290,2206,4665
Pawnee County,Oklahoma,40117,2835,1938,3991
Payne County,Oklahoma,40119,6092,4549,8030
Pittsburg County,Oklahoma,40121,4394,3305,5695
Pontotoc County,Oklahoma,40123,3724,2682,5009
Pottawatomie County,Oklahoma,40125,8437,6736,10271
Pushmataha County,Oklahoma,40127,833,495,1274
Roger Mills County,Oklahoma,40129,305,177,499
Rogers County,Oklahoma,40131,7919,5977,10132
Seminole County,Oklahoma,40133,2793,1895,3715
Sequoyah County,Oklahoma,40135,4013,2762,5442
Stephens County,Oklahoma,40137,4836,3715,6012
Texas County,Oklahoma,40139,1340,858,1947
Tillman County,Oklahoma,40141,1139,636,1911
Tulsa County,Oklahoma,40143,50520,45674,56168
Wagoner County,Oklahoma,40145,10536,8336,13258
Washington County,Oklahoma,40147,5977,4604,7646
Washita County,Oklahoma,40149,797,499,1179
Woods County,Oklahoma,40151,692,415,1068
Woodward County,Oklahoma,40153,1740,1251,2334
Baker County,Oregon,41001,1639,1101,2323
Benton County,Oregon,41003,4027,2967,5410
Clackamas County,Oregon,41005,28928,25038,33282
Clatsop County,Oregon,41007,2875,2052,3931
Columbia County,Oregon,41009,5132,3833,6720
Coos County,Oregon,41011,7156,5626,8969
Crook County,Oregon,41013,2524,1662,3502
Curry County,Oregon,41015,2285,1602,3228
Deschutes County,Oregon,41017,12286,9793,15082
Douglas County,Oregon,41019,10949,8777,13311
Gilliam County,Oregon,41021,197,109,331
Grant County,Oregon,41023,485,278,768
Harney County,Oregon,41025,820,495,1276
Hood River County,Oregon,41027,1546,915,2504
Jackson County,Oregon,41029,17810,14770,21385
Jefferson County,Oregon,41031,3232,2041,4627
Josephine County,Oregon,41033,8494,6432,10522
Klamath County,Oregon,41035,5784,4457,7468
Lake County,Oregon,41037,645,309,1235
Lane County,Oregon,41039,27460,23746,31543
Lincoln County,Oregon,41041,4821,3566,6220
Linn County,Oregon,41043,9580,7536,11818
Malheur County,Oregon,41045,2122,1377,3127
Marion County,Oregon,41047,27458,23788,31457
Morrow County,Oregon,41049,1158,637,1886
Multnomah County,Oregon,41051,50690,44833,56554
Polk County,Oregon,41053,6908,5293,8935
Sherman County,Oregon,41055,119,53,207
Tillamook County,Oregon,41057,1876,1186,2819
Umatilla County,Oregon,41059,7091,5143,9310
Union County,Oregon,41061,2296,1585,3228
Wallowa County,Oregon,41063,754,425,1125
Wasco County,Oregon,41065,1701,1047,2556
Washington County,Oregon,41067,36966,31991,42216
Wheeler County,Oregon,41069,166,90,279
Yamhill County,Oregon,41071,9914,7785,12349
Adams County,Pennsylvania,42001,9359,6533,13005
Allegheny County,Pennsylvania,42003,87523,77657,98028
Armstrong County,Pennsylvania,42005,7822,5532,10659
Beaver County,Pennsylvania,42007,15604,11292,20483
Bedford County,Pennsylvania,42009,4661,3066,6706
Berks County,Pennsylvania,42011,32259,23685,42198
Blair County,Pennsylvania,42013,9763,6861,13058
Bradford County,Pennsylvania,42015,7216,5361,9340
Bucks County,Pennsylvania,42017,54534,43518,66066
Butler County,Pennsylvania,42019,14299,10510,18849
Cambria County,Pennsylvania,42021,16054,11625,20564
Cameron County,Pennsylvania,42023,388,212,670
Carbon County,Pennsylvania,42025,4732,2922,7122
Centre County,Pennsylvania,42027,9964,7313,12636
Chester County,Pennsylvania,42029,34134,26320,43156
Clarion County,Pennsylvania,42031,3065,1951,4577
Clearfield County,Pennsylvania,42033,9827,7278,12817
Clinton County,Pennsylvania,42035,2761,1719,4086
Columbia County,Pennsylvania,42037,7044,4875,9605
Crawford County,Pennsylvania,42039,9967,7373,12995
Cumberland County,Pennsylvania,42041,21922,16836,28368
Dauphin County,Pennsylvania,42043,21885,17068,27651
Delaware County,Pennsylvania,42045,39930,30546,49093
Elk County,Pennsylvania,42047,3292,1990,4998
Erie County,Pennsylvania,42049,19968,15962,24317
Fayette County,Pennsylvania,42051,13412,9425,17787
Forest County,Pennsylvania,42053,643,303,1230
Franklin County,Pennsylvania,42055,14960,11067,20270
Fulton County,Pennsylvania,42057,1739,935,2907
Greene County,Pennsylvania,42059,5530,3002,8712
Huntingdon County,Pennsylvania,42061,7348,4811,10552
Indiana County,Pennsylvania,42063,6731,4228,10105
Jefferson County,Pennsylvania,42065,5191,3589,7335
Juniata County,Pennsylvania,42067,3583,1880,6191
Lackawanna County,Pennsylvania,42069,17357,12984,22866
Lancaster County,Pennsylvania,42071,43465,33767,54028
Lawrence County,Pennsylvania,42073,10103,7466,13300
Lebanon County,Pennsylvania,42075,13022,9044,17662
Lehigh County,Pennsylvania,42077,27730,21623,35143
Luzerne County,Pennsylvania,42079,29285,23076,36128
Lycoming County,Pennsylvania,42081,9229,7012,11954
Mckean County,Pennsylvania,42083,3402,2097,4972
Mercer County,Pennsylvania,42085,9930,7259,12652
Mifflin County,Pennsylvania,42087,5307,3460,7774
Monroe County,Pennsylvania,42089,13705,9888,18678
Montgomery County,Pennsylvania,42091,50621,41336,60976
Montour County,Pennsylvania,42093,1214,652,1974
Northampton County,Pennsylvania,42095,25134,19568,31142
Northumberland County,Pennsylvania,42097,9062,6699,11695
Perry County,Pennsylvania,42099,2816,1502,4504
Philadelphia County,Pennsylvania,42101,134306,121325,148040
Pike County,Pennsylvania,42103,4608,2742,7166
Potter County,Pennsylvania,42105,1583,938,2588
Schuylkill County,Pennsylvania,42107,15379,10341,20758
Snyder County,Pennsylvania,42109,3758,2519,5306
Somerset County,Pennsylvania,42111,7758,5027,11007
Sullivan County,Pennsylvania,42113,731,410,1238
Susquehanna County,Pennsylvania,42115,4353,2899,6257
Tioga County,Pennsylvania,42117,3903,2645,5400
Union County,Pennsylvania,42119,2980,1863,4594
Venango County,Pennsylvania,42121,5991,4073,8384
Warren County,Pennsylvania,42123,3229,2058,4854
Washington County,Pennsylvania,42125,21419,16665,27043
Wayne County,Pennsylvania,42127,4813,3011,7183
Westmoreland County,Pennsylvania,42129,32520,26168,39499
Wyoming County,Pennsylvania,42131,2637,1578,4115
York County,Pennsylvania,42133,42188,34900,50928
Adjuntas Municipio,Puerto Rico,72001,2534,2099,3018
Aguada Municipio,Puerto Rico,72003,4748,3911,5621
Aguadilla Municipio,Puerto Rico,72005,7027,5848,8340
Aguas Buenas Municipio,Puerto Rico,72007,3481,2901,4129
Aibonito Municipio,Puerto Rico,72009,3134,2611,3703
Arecibo Municipio,Puerto Rico,72013,13045,11315,14894
Arroyo Municipio,Puerto Rico,72015,2307,1851,2829
Añasco Municipio,Puerto Rico,72011,3749,3139,4428
Barceloneta Municipio,Puerto Rico,72017,3563,2950,4279
Barranquitas Municipio,Puerto Rico,72019,3317,2776,3896
Bayamón Municipio,Puerto Rico,72021,24765,22448,27250
Cabo Rojo Municipio,Puerto Rico,72023,7133,6050,8263
Caguas Municipio,Puerto Rico,72025,16814,14850,18911
Camuy Municipio,Puerto Rico,72027,4325,3631,5080
Canóvanas Municipio,Puerto Rico,72029,6105,5219,7164
Carolina Municipio,Puerto Rico,72031,19646,17397,22042
Cataño Municipio,Puerto Rico,72033,3111,2531,3749
Cayey Municipio,Puerto Rico,72035,5573,4717,6470
Ceiba Municipio,Puerto Rico,72037,1568,1272,1887
Ciales Municipio,Puerto Rico,72039,2470,2055,2961
Cidra Municipio,Puerto Rico,72041,5008,4218,5848
Coamo Municipio,Puerto Rico,72043,4975,4117,5890
Comerío Municipio,Puerto Rico,72045,2549,2122,3049
Corozal Municipio,Puerto Rico,72047,4280,3626,5011
Culebra Municipio,Puerto Rico,72049,239,187,299
Dorado Municipio,Puerto Rico,72051,4311,3555,5127
Fajardo Municipio,Puerto Rico,72053,3913,3229,4676
Florida Municipio,Puerto Rico,72054,1444,1159,1759
Guayama Municipio,Puerto Rico,72057,5296,4434,6282
Guayanilla Municipio,Puerto Rico,72059,2519,2042,3030
Guaynabo Municipio,Puerto Rico,72061,10833,9289,12433
Gurabo Municipio,Puerto Rico,72063,5472,4607,6443
Guánica Municipio,Puerto Rico,72055,2422,1982,2912
Hatillo Municipio,Puerto Rico,72065,5939,4997,6975
Hormigueros Municipio,Puerto Rico,72067,2850,2358,3392
Humacao Municipio,Puerto Rico,72069,6819,5742,7960
Isabela Municipio,Puerto Rico,72071,5403,4468,6416
Jayuya Municipio,Puerto Rico,72073,1937,1607,2327
Juana Díaz Municipio,Puerto Rico,72075,5990,5047,7029
Juncos Municipio,Puerto Rico,72077,4474,3757,5272
Lajas Municipio,Puerto Rico,72079,3403,2820,4038
Lares Municipio,Puerto Rico,72081,3491,2947,4069
Las Marías Municipio,Puerto Rico,72083,1188,972,1438
Las Piedras Municipio,Puerto Rico,72085,4813,4079,5668
Loíza Municipio,Puerto Rico,72087,3369,2785,4033
Luquillo Municipio,Puerto Rico,72089,2507,2044,3027
Manatí Municipio,Puerto Rico,72091,5687,4836,6627
Maricao Municipio,Puerto Rico,72093,813,666,986
Maunabo Municipio,Puerto Rico,72095,1475,1160,1824
Mayagüez Municipio,Puerto Rico,72097,10673,9286,12121
Moca Municipio,Puerto Rico,72099,4896,4043,5893
Morovis Municipio,Puerto Rico,72101,3847,3190,4597
Naguabo Municipio,Puerto Rico,72103,3177,2633,3809
Naranjito Municipio,Puerto Rico,72105,3769,3170,4456
Orocovis Municipio,Puerto Rico,72107,2540,2096,3026
Patillas Municipio,Puerto Rico,72109,2327,1903,2785
Peñuelas Municipio,Puerto Rico,72111,2733,2233,3297
Ponce Municipio,Puerto Rico,72113,19555,17379,21886
Quebradillas Municipio,Puerto Rico,72115,3360,2737,4065
Rincón Municipio,Puerto Rico,72117,2372,1929,2879
Río Grande Municipio,Puerto Rico,72119,6467,5431,7631
Sabana Grande Municipio,Puerto Rico,72121,3248,2711,3855
Salinas Municipio,Puerto Rico,72123,3541,2931,4189
San Germán Municipio,Puerto Rico,72125,4726,3971,5550
San Juan Municipio,Puerto Rico,72127,41387,37693,45241
San Lorenzo Municipio,Puerto Rico,72129,5133,4328,6035
San Sebastián Municipio,Puerto Rico,72131,5155,4319,6013
Santa Isabel Municipio,Puerto Rico,72133,2465,1970,3011
Toa Alta Municipio,Puerto Rico,72135,7859,6644,9174
Toa Baja Municipio,Puerto Rico,72137,10570,9184,12081
Trujillo Alto Municipio,Puerto Rico,72139,7950,6771,9181
Utuado Municipio,Puerto Rico,72141,4320,3660,5047
Vega Alta Municipio,Puerto Rico,72143,4512,3760,5327
Vega Baja Municipio,Puerto Rico,72145,7229,6131,8434
Vieques Municipio,Puerto Rico,72147,1226,988,1492
Villalba Municipio,Puerto Rico,72149,2987,2428,3610
Yabucoa Municipio,Puerto Rico,72151,4667,3888,5552
Yauco Municipio,Puerto Rico,72153,5370,4564,6264
Bristol County,Rhode Island,44001,2959,2362,3611
Kent County,Rhode Island,44003,14223,12822,15553
Newport County,Rhode Island,44005,5612,4910,6376
Providence County,Rhode Island,44007,51078,48141,54200
Washington County,Rhode Island,44009,8526,7580,9603
Abbeville County,South Carolina,45001,3106,2362,3868
Aiken County,South Carolina,45003,16966,14888,19219
Allendale County,South Carolina,45005,1590,1075,2155
Anderson County,South Carolina,45007,22819,20060,25621
Bamberg County,South Carolina,45009,2338,1744,3029
Barnwell County,South Carolina,45011,2826,2228,3453
Beaufort County,South Carolina,45013,12166,10342,14152
Berkeley County,South Carolina,45015,21379,18863,24266
Calhoun County,South Carolina,45017,1724,1053,2415
Charleston County,South Carolina,45019,34903,31540,38751
Cherokee County,South Carolina,45021,6663,4914,8581
Chester County,South Carolina,45023,4069,3287,4953
Chesterfield County,South Carolina,45025,5970,4828,7364
