Physical Inactivity; Total (Total); Adults Aged 20+ Years; Crude Number; U.S. Counties; 2017
Data downloaded on 5-October-2020
County,State,CountyFIPS,Number,Lower Limit, Upper Limit
Warren County,New Jersey,34041,22632,20518,24984
Bernalillo County,New Mexico,35001,78497,71123,86584
Catron County,New Mexico,35003,730,518,942
Chaves County,New Mexico,35005,11811,10059,13727
Cibola County,New Mexico,35006,5797,5014,6582
Colfax County,New Mexico,35007,2738,2102,3426
Curry County,New Mexico,35009,10325,8857,11858
De Baca County,New Mexico,35011,375,248,532
Doña Ana County,New Mexico,35013,24861,21675,28407
Eddy County,New Mexico,35015,10205,8520,12067
Grant County,New Mexico,35017,4136,3318,5058
Guadalupe County,New Mexico,35019,978,639,1387
Harding County,New Mexico,35021,174,109,255
Hidalgo County,New Mexico,35023,729,468,1093
Lea County,New Mexico,35025,13090,11097,15238
Lincoln County,New Mexico,35027,3404,2785,4079
Los Alamos County,New Mexico,35028,1566,1066,2107
Luna County,New Mexico,35029,5607,4376,6897
Mckinley County,New Mexico,35031,13024,11777,14315
Mora County,New Mexico,35033,791,504,1129
Otero County,New Mexico,35035,11329,9615,12943
Quay County,New Mexico,35037,1740,1292,2250
Rio Arriba County,New Mexico,35039,5843,4768,7089
Roosevelt County,New Mexico,35041,3970,3171,4855
San Juan County,New Mexico,35045,20233,18844,21700
San Miguel County,New Mexico,35047,5235,4125,6457
Sandoval County,New Mexico,35043,15816,13210,18579
Santa Fe County,New Mexico,35049,15093,12928,17471
Sierra County,New Mexico,35051,2395,1881,3003
Socorro County,New Mexico,35053,2862,2165,3611
Taos County,New Mexico,35055,3222,2397,4210
Torrance County,New Mexico,35057,3027,2206,4052
Union County,New Mexico,35059,841,560,1144
Valencia County,New Mexico,35061,14036,11582,16570
Albany County,New York,36001,46911,42482,51568
Allegany County,New York,36003,9592,8593,10611
Bronx County,New York,36005,311860,287809,336577
Broome County,New York,36007,33541,30198,37488
Cattaraugus County,New York,36009,16446,14924,17984
Cayuga County,New York,36011,15121,13633,16665
Chautauqua County,New York,36013,26424,24446,28457
Chemung County,New York,36015,19111,17133,21114
Chenango County,New York,36017,8913,8003,9895
Clinton County,New York,36019,17352,15671,18842
Columbia County,New York,36021,10720,9525,11930
Cortland County,New York,36023,9052,8036,10185
Delaware County,New York,36025,9358,8377,10414
Dutchess County,New York,36027,46069,41493,51096
Erie County,New York,36029,167931,155376,180743
Essex County,New York,36031,7013,6212,7882
Franklin County,New York,36033,10217,9201,11289
Fulton County,New York,36035,11480,10371,12667
Genesee County,New York,36037,13821,12326,15282
Greene County,New York,36039,9920,8804,10996
Hamilton County,New York,36041,788,678,904
Herkimer County,New York,36043,12607,11510,13808
Jefferson County,New York,36045,20848,18706,23262
Kings County,New York,36047,468359,442504,495308
Lewis County,New York,36049,5614,4918,6297
Livingston County,New York,36051,11956,10623,13432
Madison County,New York,36053,12148,10598,13652
Monroe County,New York,36055,116742,105350,127977
Montgomery County,New York,36057,10854,9860,11952
Nassau County,New York,36059,210569,191984,228206
New York County,New York,36061,229207,212491,246059
Niagara County,New York,36063,45404,40852,50365
Oneida County,New York,36065,43348,39249,47803
Onondaga County,New York,36067,74203,68029,80891
Ontario County,New York,36069,18013,15766,20390
Orange County,New York,36071,71700,65402,78207
Orleans County,New York,36073,10275,9186,11347
Oswego County,New York,36075,22776,20477,25075
Otsego County,New York,36077,10605,9542,11768
Putnam County,New York,36079,14873,13018,16939
Queens County,New York,36081,499192,471038,528599
Rensselaer County,New York,36083,26127,23335,29114
Richmond County,New York,36085,92031,83769,100693
Rockland County,New York,36087,54230,48893,59598
Saratoga County,New York,36091,32166,28825,35580
Schenectady County,New York,36093,25207,22479,28128
Schoharie County,New York,36095,6237,5563,6959
Schuyler County,New York,36097,3724,3309,4141
Seneca County,New York,36099,7993,7186,8857
St. Lawrence County,New York,36089,23087,21119,25126
Steuben County,New York,36101,19104,17074,21323
Suffolk County,New York,36103,244921,226253,264147
Sullivan County,New York,36105,16842,15277,18448
Tioga County,New York,36107,9322,8332,10430
Tompkins County,New York,36109,11496,9851,13274
Ulster County,New York,36111,28875,25962,32055
Warren County,New York,36113,11162,9860,12390
Washington County,New York,36115,12609,11345,14061
Wayne County,New York,36117,21156,19192,23150
Westchester County,New York,36119,141370,128587,154503
Wyoming County,New York,36121,8321,7333,9479
Yates County,New York,36123,5361,4774,5939
Alamance County,North Carolina,37001,28033,21949,34865
Alexander County,North Carolina,37003,8193,5259,11553
Alleghany County,North Carolina,37005,2181,1374,3179
Anson County,North Carolina,37007,7243,4866,10045
Ashe County,North Carolina,37009,6657,4721,8738
Avery County,North Carolina,37011,4196,2800,5854
Beaufort County,North Carolina,37013,11317,8781,14113
Bertie County,North Carolina,37015,4845,3625,6357
Bladen County,North Carolina,37017,7935,5478,10640
Brunswick County,North Carolina,37019,26563,21487,32430
Buncombe County,North Carolina,37021,35686,29754,42202
Burke County,North Carolina,37023,17338,12999,21442
Cabarrus County,North Carolina,37025,39474,31246,47973
Caldwell County,North Carolina,37027,18900,14552,24214
Camden County,North Carolina,37029,1840,1220,2589
Carteret County,North Carolina,37031,13111,10239,16220
Caswell County,North Carolina,37033,2892,1606,4645
Catawba County,North Carolina,37035,31646,25090,38822
Chatham County,North Carolina,37037,10310,6850,13956
Cherokee County,North Carolina,37039,6861,5460,8389
Chowan County,North Carolina,37041,2816,1907,3820
Clay County,North Carolina,37043,2782,2073,3602
Cleveland County,North Carolina,37045,20858,15027,27737
Columbus County,North Carolina,37047,13560,10589,17005
Craven County,North Carolina,37049,15961,12410,19914
Cumberland County,North Carolina,37051,58596,51090,65986
Currituck County,North Carolina,37053,5073,3689,6688
Dare County,North Carolina,37055,6344,4898,8019
Davidson County,North Carolina,37057,32611,25746,39593
Davie County,North Carolina,37059,8036,5406,11050
Duplin County,North Carolina,37061,14915,11101,18511
Durham County,North Carolina,37063,43475,35660,52483
Edgecombe County,North Carolina,37065,12488,8310,17155
Forsyth County,North Carolina,37067,66634,57452,76062
Franklin County,North Carolina,37069,13481,9798,17485
Gaston County,North Carolina,37071,46405,36732,56591
Gates County,North Carolina,37073,3199,2201,4216
Graham County,North Carolina,37075,1610,1040,2333
Granville County,North Carolina,37077,14788,10448,19732
Greene County,North Carolina,37079,4406,2829,6326
Guilford County,North Carolina,37081,80683,69314,93274
Halifax County,North Carolina,37083,12560,9148,16250
Harnett County,North Carolina,37085,23411,18392,28525
Haywood County,North Carolina,37087,11961,9873,14276
Henderson County,North Carolina,37089,20056,15582,25059
Hertford County,North Carolina,37091,7593,6094,9045
Hoke County,North Carolina,37093,12119,8741,15584
Hyde County,North Carolina,37095,1471,943,2052
Iredell County,North Carolina,37097,29511,22121,37843
Jackson County,North Carolina,37099,9500,7604,11777
Johnston County,North Carolina,37101,36339,29045,44657
Jones County,North Carolina,37103,1956,1233,2826
Lee County,North Carolina,37105,11344,8296,14674
Lenoir County,North Carolina,37107,12151,9399,15186
Lincoln County,North Carolina,37109,14128,9573,19471
Macon County,North Carolina,37113,6391,4835,8282
Madison County,North Carolina,37115,3998,2697,5367
Martin County,North Carolina,37117,3986,2837,5416
Mcdowell County,North Carolina,37111,10562,8239,13231
Mecklenburg County,North Carolina,37119,140690,124641,157159
Mitchell County,North Carolina,37121,2445,1483,3626
Montgomery County,North Carolina,37123,6760,4756,8911
Moore County,North Carolina,37125,18506,14049,23106
Nash County,North Carolina,37127,18242,14080,23217
New Hanover County,North Carolina,37129,40921,34238,47731
Northampton County,North Carolina,37131,5852,4374,7603
Onslow County,North Carolina,37133,28040,21888,33998
Orange County,North Carolina,37135,16793,12193,22145
Pamlico County,North Carolina,37137,3498,2269,4985
Pasquotank County,North Carolina,37139,8559,6886,10287
Pender County,North Carolina,37141,13391,9893,17323
Perquimans County,North Carolina,37143,3134,2139,4138
Person County,North Carolina,37145,8593,5822,11755
Pitt County,North Carolina,37147,32744,27113,38968
Polk County,North Carolina,37149,4612,3134,6179
Randolph County,North Carolina,37151,26629,20352,33227
Richmond County,North Carolina,37153,11774,8702,15112
Robeson County,North Carolina,37155,35542,31631,39584
Rockingham County,North Carolina,37157,18016,12298,23781
Rowan County,North Carolina,37159,25139,19613,31037
Rutherford County,North Carolina,37161,13360,10100,17072
Sampson County,North Carolina,37163,13912,10500,17564
Scotland County,North Carolina,37165,7425,5362,9661
Stanly County,North Carolina,37167,13742,9589,18583
Stokes County,North Carolina,37169,10305,7190,13620
Surry County,North Carolina,37171,17085,12842,21400
Swain County,North Carolina,37173,2431,1518,3544
Transylvania County,North Carolina,37175,8014,6377,9856
Tyrrell County,North Carolina,37177,1084,652,1565
Union County,North Carolina,37179,34511,26203,44122
Vance County,North Carolina,37181,12688,8920,16636
Wake County,North Carolina,37183,120701,105823,136035
Warren County,North Carolina,37185,4000,2448,5890
Washington County,North Carolina,37187,3185,2397,3994
Watauga County,North Carolina,37189,7324,5050,9839
Wayne County,North Carolina,37191,25939,21706,30474
Wilkes County,North Carolina,37193,15867,12151,20266
Wilson County,North Carolina,37195,20573,16189,25302
Yadkin County,North Carolina,37197,6452,4396,9108
Yancey County,North Carolina,37199,3715,2362,5219
Adams County,North Dakota,38001,399,263,551
Barnes County,North Dakota,38003,1878,1512,2303
Benson County,North Dakota,38005,1483,1186,1818
Billings County,North Dakota,38007,195,126,279
Bottineau County,North Dakota,38009,1299,1038,1543
Bowman County,North Dakota,38011,811,624,987
Burke County,North Dakota,38013,379,269,494
Burleigh County,North Dakota,38015,14118,12763,15526
Cass County,North Dakota,38017,25349,23259,27359
Cavalier County,North Dakota,38019,816,642,998
Dickey County,North Dakota,38021,910,718,1119
Divide County,North Dakota,38023,429,298,577
Dunn County,North Dakota,38025,741,565,942
Eddy County,North Dakota,38027,569,440,696
Emmons County,North Dakota,38029,611,447,804
Foster County,North Dakota,38031,762,593,962
Golden Valley County,North Dakota,38033,310,226,419
Grand Forks County,North Dakota,38035,11603,10350,12928
Grant County,North Dakota,38037,599,469,734
Griggs County,North Dakota,38039,381,259,513
Hettinger County,North Dakota,38041,418,286,564
Kidder County,North Dakota,38043,519,379,665
Lamoure County,North Dakota,38045,795,632,981
Logan County,North Dakota,38047,421,305,558
Mchenry County,North Dakota,38049,1352,1119,1606
Mcintosh County,North Dakota,38051,651,497,810
Mckenzie County,North Dakota,38053,2186,1808,2624
Mclean County,North Dakota,38055,2025,1708,2352
Mercer County,North Dakota,38057,1486,1253,1734
Morton County,North Dakota,38059,5071,4378,5770
Mountrail County,North Dakota,38061,2175,1798,2582
Nelson County,North Dakota,38063,696,559,842
Oliver County,North Dakota,38065,441,333,557
Pembina County,North Dakota,38067,1624,1349,1918
Pierce County,North Dakota,38069,818,604,1050
Ramsey County,North Dakota,38071,2347,1979,2710
Ransom County,North Dakota,38073,940,729,1186
Renville County,North Dakota,38075,527,382,674
Richland County,North Dakota,38077,3276,2825,3734
Rolette County,North Dakota,38079,3026,2583,3482
Sargent County,North Dakota,38081,921,722,1131
Sheridan County,North Dakota,38083,423,333,525
Sioux County,North Dakota,38085,915,672,1180
Slope County,North Dakota,38087,124,72,182
Stark County,North Dakota,38089,4594,3920,5311
Steele County,North Dakota,38091,476,356,618
Stutsman County,North Dakota,38093,3928,3323,4537
Towner County,North Dakota,38095,614,483,758
Traill County,North Dakota,38097,1109,805,1425
Walsh County,North Dakota,38099,2207,1865,2592
Ward County,North Dakota,38101,12694,11582,13894
Wells County,North Dakota,38103,749,583,935
Williams County,North Dakota,38105,5554,4802,6308
Adams County,Ohio,39001,7744,6324,9228
Allen County,Ohio,39003,20419,17930,23077
Ashland County,Ohio,39005,12342,9201,15562
Ashtabula County,Ohio,39007,22672,19447,25947
Athens County,Ohio,39009,11447,9832,13333
Auglaize County,Ohio,39011,10087,8510,11763
Belmont County,Ohio,39013,16745,14897,18669
Brown County,Ohio,39015,10143,8265,12131
Butler County,Ohio,39017,64806,55947,73386
Carroll County,Ohio,39019,6897,5539,8204
Champaign County,Ohio,39021,10109,7783,12645
Clark County,Ohio,39023,30098,25570,34808
Clermont County,Ohio,39025,43746,37104,50445
Clinton County,Ohio,39027,8775,6436,11351
Columbiana County,Ohio,39029,24124,19757,28014
Coshocton County,Ohio,39031,8773,7399,10342
Crawford County,Ohio,39033,9902,8231,11674
Cuyahoga County,Ohio,39035,237214,217602,257157
Darke County,Ohio,39037,11856,9099,14873
Defiance County,Ohio,39039,9234,7544,11028
Delaware County,Ohio,39041,25360,21908,29088
Erie County,Ohio,39043,16959,14319,19291
Fairfield County,Ohio,39045,29475,24676,34976
Fayette County,Ohio,39047,7403,6156,8770
Franklin County,Ohio,39049,214497,199931,230051
Fulton County,Ohio,39051,8275,6717,10201
Gallia County,Ohio,39053,7305,6246,8463
Geauga County,Ohio,39055,11970,8760,15938
Greene County,Ohio,39057,27952,22894,33015
Guernsey County,Ohio,39059,9325,7792,10929
Hamilton County,Ohio,39061,141214,129144,154950
Hancock County,Ohio,39063,15128,12812,17625
Hardin County,Ohio,39065,8300,6898,9671
Harrison County,Ohio,39067,3251,2550,4018
Henry County,Ohio,39069,5430,4177,6859
Highland County,Ohio,39071,9555,7846,11360
Hocking County,Ohio,39073,7526,6339,8714
Holmes County,Ohio,39075,6687,4509,9138
Huron County,Ohio,39077,11332,9254,13505
Jackson County,Ohio,39079,8386,7217,9564
Jefferson County,Ohio,39081,18652,16574,20606
Knox County,Ohio,39083,11708,9927,13808
Lake County,Ohio,39085,38398,31449,45836
Lawrence County,Ohio,39087,16963,15338,18623
Licking County,Ohio,39089,30793,26130,35797
Logan County,Ohio,39091,10478,8265,13167
Lorain County,Ohio,39093,59592,50904,69232
Lucas County,Ohio,39095,87277,79983,95733
Madison County,Ohio,39097,9342,6986,11887
Mahoning County,Ohio,39099,57478,51502,64137
Marion County,Ohio,39101,15237,13148,17628
Medina County,Ohio,39103,29410,23964,35674
Meigs County,Ohio,39105,7050,6082,7983
Mercer County,Ohio,39107,7927,6506,9647
Miami County,Ohio,39109,19933,15432,24450
Monroe County,Ohio,39111,3431,2742,4119
Montgomery County,Ohio,39113,107980,96463,118180
Morgan County,Ohio,39115,3245,2509,3937
Morrow County,Ohio,39117,8424,6969,10158
Muskingum County,Ohio,39119,20541,18525,22714
Noble County,Ohio,39121,3767,2958,4659
Ottawa County,Ohio,39123,8811,7148,10575
Paulding County,Ohio,39125,4114,3083,5347
Perry County,Ohio,39127,9194,7825,10607
Pickaway County,Ohio,39129,12513,9674,15752
Pike County,Ohio,39131,7035,5827,8330
Portage County,Ohio,39133,30639,25305,36495
Preble County,Ohio,39135,7924,5642,10477
Putnam County,Ohio,39137,5658,4636,6727
Richland County,Ohio,39139,29341,26315,32599
Ross County,Ohio,39141,19147,16928,21485
Sandusky County,Ohio,39143,11811,9893,13966
Scioto County,Ohio,39145,19481,17184,21858
Seneca County,Ohio,39147,11378,9295,13520
Shelby County,Ohio,39149,9666,7219,12348
Stark County,Ohio,39151,79425,71110,88286
Summit County,Ohio,39153,108722,97209,119970
Trumbull County,Ohio,39155,43266,37685,48844
Tuscarawas County,Ohio,39157,18108,15874,20334
Union County,Ohio,39159,9788,8046,11700
Van Wert County,Ohio,39161,5903,4585,7260
Vinton County,Ohio,39163,3320,2637,4062
Warren County,Ohio,39165,35214,28589,41455
Washington County,Ohio,39167,13876,12390,15467
Wayne County,Ohio,39169,19980,15617,25000
Williams County,Ohio,39171,7688,5986,9666
Wood County,Ohio,39173,23038,19419,26867
Wyandot County,Ohio,39175,3988,2986,4947
Adair County,Oklahoma,40001,3443,2452,4630
Alfalfa County,Oklahoma,40003,1384,977,1856
Atoka County,Oklahoma,40005,3133,2220,4133
Beaver County,Oklahoma,40007,976,670,1338
Beckham County,Oklahoma,40009,4184,3118,5394
Blaine County,Oklahoma,40011,2125,1578,2719
Bryan County,Oklahoma,40013,10284,8237,12235
Caddo County,Oklahoma,40015,6823,5611,8060
Canadian County,Oklahoma,40017,24869,21693,28420
Carter County,Oklahoma,40019,13015,11286,14764
Cherokee County,Oklahoma,40021,11628,9255,13998
Choctaw County,Oklahoma,40023,4534,3593,5491
Cimarron County,Oklahoma,40025,448,295,624
Cleveland County,Oklahoma,40027,44836,39914,50547
Coal County,Oklahoma,40029,1152,780,1647
Comanche County,Oklahoma,40031,24578,21676,27482
Cotton County,Oklahoma,40033,1651,1190,2182
Craig County,Oklahoma,40035,3758,2760,4847
Creek County,Oklahoma,40037,13534,10952,16418
Custer County,Oklahoma,40039,6317,5134,7605
Delaware County,Oklahoma,40041,10841,9171,13048
Dewey County,Oklahoma,40043,937,645,1276
Ellis County,Oklahoma,40045,688,432,999
Garfield County,Oklahoma,40047,12900,11258,14635
Garvin County,Oklahoma,40049,6590,5270,8121
Grady County,Oklahoma,40051,11981,10105,13887
Grant County,Oklahoma,40053,878,611,1215
Greer County,Oklahoma,40055,1260,805,1828
Harmon County,Oklahoma,40057,358,215,573
Harper County,Oklahoma,40059,753,494,1075
Haskell County,Oklahoma,40061,2756,1962,3621
Hughes County,Oklahoma,40063,3532,2580,4595
Jackson County,Oklahoma,40065,4249,3181,5475
Jefferson County,Oklahoma,40067,1209,820,1694
Johnston County,Oklahoma,40069,2106,1458,2857
Kay County,Oklahoma,40071,10303,8285,12511
Kingfisher County,Oklahoma,40073,3692,2850,4580
Kiowa County,Oklahoma,40075,1880,1344,2470
Latimer County,Oklahoma,40077,2633,1920,3477
Le Flore County,Oklahoma,40079,13000,10881,15224
Lincoln County,Oklahoma,40081,7581,5946,9302
Logan County,Oklahoma,40083,8781,7088,10695
Love County,Oklahoma,40085,2194,1491,2961
Major County,Oklahoma,40093,1655,1210,2142
Marshall County,Oklahoma,40095,3219,2346,4323
Mayes County,Oklahoma,40097,9695,7769,11751
Mcclain County,Oklahoma,40087,8796,7115,10534
Mccurtain County,Oklahoma,40089,9060,7615,10452
Mcintosh County,Oklahoma,40091,5429,4222,6670
Murray County,Oklahoma,40099,3222,2416,4113
Muskogee County,Oklahoma,40101,14910,12622,17392
Noble County,Oklahoma,40103,2295,1618,3121
Nowata County,Oklahoma,40105,2571,1751,3505
Okfuskee County,Oklahoma,40107,3817,2853,4811
Oklahoma County,Oklahoma,40109,146404,137576,155511
Okmulgee County,Oklahoma,40111,9090,7251,10870
Osage County,Oklahoma,40113,9133,7223,11269
Ottawa County,Oklahoma,40115,6266,4696,8037
Pawnee County,Oklahoma,40117,4167,3250,5192
Payne County,Oklahoma,40119,12714,10426,15313
Pittsburg County,Oklahoma,40121,9142,7576,10758
Pontotoc County,Oklahoma,40123,8910,7251,10725
Pottawatomie County,Oklahoma,40125,16355,14182,18827
Pushmataha County,Oklahoma,40127,3067,2340,3862
Roger Mills County,Oklahoma,40129,672,431,977
Rogers County,Oklahoma,40131,19045,15969,22547
Seminole County,Oklahoma,40133,5878,4658,7035
Sequoyah County,Oklahoma,40135,10942,8634,13164
Stephens County,Oklahoma,40137,9386,7884,10996
Texas County,Oklahoma,40139,4205,3325,5118
Tillman County,Oklahoma,40141,2372,1789,2995
Tulsa County,Oklahoma,40143,123076,114595,131250
Wagoner County,Oklahoma,40145,16987,14389,19895
Washington County,Oklahoma,40147,11683,9590,13669
Washita County,Oklahoma,40149,2427,1801,3064
Woods County,Oklahoma,40151,2300,1739,2901
Woodward County,Oklahoma,40153,4749,3768,5712
Baker County,Oregon,41001,3173,2313,4167
Benton County,Oregon,41003,9879,7832,12196
Clackamas County,Oregon,41005,49642,44178,55528
Clatsop County,Oregon,41007,6352,4888,7895
Columbia County,Oregon,41009,8924,7139,10802
Coos County,Oregon,41011,12748,10207,15210
Crook County,Oregon,41013,4105,2873,5444
Curry County,Oregon,41015,4919,3734,6362
Deschutes County,Oregon,41017,22446,18783,26201
Douglas County,Oregon,41019,18134,15123,21196
Gilliam County,Oregon,41021,404,248,604
Grant County,Oregon,41023,1207,789,1722
Harney County,Oregon,41025,1477,980,2042
Hood River County,Oregon,41027,3235,2110,4479
Jackson County,Oregon,41029,26629,22647,30831
Jefferson County,Oregon,41031,4388,3059,5940
Josephine County,Oregon,41033,15292,12663,18078
Klamath County,Oregon,41035,11623,9282,14089
Lake County,Oregon,41037,1427,923,1983
Lane County,Oregon,41039,47853,42675,53123
Lincoln County,Oregon,41041,9774,7931,11675
Linn County,Oregon,41043,20486,17276,23828
Malheur County,Oregon,41045,5001,3743,6557
Marion County,Oregon,41047,45521,40644,50861
Morrow County,Oregon,41049,1611,1042,2346
Multnomah County,Oregon,41051,90146,82354,98681
Polk County,Oregon,41053,11566,9318,13954
Sherman County,Oregon,41055,380,231,565
Tillamook County,Oregon,41057,5748,4374,7116
Umatilla County,Oregon,41059,13636,10901,16559
Union County,Oregon,41061,3792,2749,4933
Wallowa County,Oregon,41063,1321,906,1817
Wasco County,Oregon,41065,4675,3548,5994
Washington County,Oregon,41067,62936,56485,70344
Wheeler County,Oregon,41069,294,172,443
Yamhill County,Oregon,41071,18488,15439,21719
Adams County,Pennsylvania,42001,17711,13164,22892
Allegheny County,Pennsylvania,42003,188311,172015,204045
Armstrong County,Pennsylvania,42005,17666,13925,21587
Beaver County,Pennsylvania,42007,31402,25873,37502
Bedford County,Pennsylvania,42009,10128,7487,13038
Berks County,Pennsylvania,42011,69286,56760,83891
Blair County,Pennsylvania,42013,23637,18708,29087
Bradford County,Pennsylvania,42015,14835,12073,17886
Bucks County,Pennsylvania,42017,86478,71926,100981
Butler County,Pennsylvania,42019,25794,20296,31374
Cambria County,Pennsylvania,42021,27494,21657,33313
Cameron County,Pennsylvania,42023,880,551,1300
Carbon County,Pennsylvania,42025,12100,8816,15881
Centre County,Pennsylvania,42027,23093,18981,27326
Chester County,Pennsylvania,42029,54518,44077,66871
Clarion County,Pennsylvania,42031,7137,5112,9346
Clearfield County,Pennsylvania,42033,19109,15446,23385
Clinton County,Pennsylvania,42035,5147,3586,6912
Columbia County,Pennsylvania,42037,17000,13646,20215
Crawford County,Pennsylvania,42039,14397,11333,18006
Cumberland County,Pennsylvania,42041,38285,30365,46230
Dauphin County,Pennsylvania,42043,48294,39202,56430
Delaware County,Pennsylvania,42045,77030,64310,91454
Elk County,Pennsylvania,42047,5125,3424,7219
Erie County,Pennsylvania,42049,48364,41284,55690
Fayette County,Pennsylvania,42051,29423,23717,35336
Forest County,Pennsylvania,42053,1342,782,2118
Franklin County,Pennsylvania,42055,28530,22672,34905
Fulton County,Pennsylvania,42057,2783,1760,3983
Greene County,Pennsylvania,42059,8481,5990,11341
Huntingdon County,Pennsylvania,42061,9101,6510,12247
Indiana County,Pennsylvania,42063,15347,11421,19676
Jefferson County,Pennsylvania,42065,10654,8235,13059
Juniata County,Pennsylvania,42067,3544,2199,5180
Lackawanna County,Pennsylvania,42069,38120,31121,45278
Lancaster County,Pennsylvania,42071,84930,71225,99945
Lawrence County,Pennsylvania,42073,20481,16724,24379
Lebanon County,Pennsylvania,42075,23127,17322,29499
Lehigh County,Pennsylvania,42077,46700,37970,55364
Luzerne County,Pennsylvania,42079,70023,60239,79214
Lycoming County,Pennsylvania,42081,19033,15885,22470
Mckean County,Pennsylvania,42083,6937,5128,9127
Mercer County,Pennsylvania,42085,21255,17390,25525
Mifflin County,Pennsylvania,42087,8038,5245,10869
Monroe County,Pennsylvania,42089,31213,24421,38600
Montgomery County,Pennsylvania,42091,113864,98144,129245
Montour County,Pennsylvania,42093,4461,3147,6006
Northampton County,Pennsylvania,42095,63574,54169,73965
Northumberland County,Pennsylvania,42097,19835,16377,23598
Perry County,Pennsylvania,42099,8190,5311,11336
Philadelphia County,Pennsylvania,42101,278177,258891,298510
Pike County,Pennsylvania,42103,12542,8977,16351
Potter County,Pennsylvania,42105,3141,2036,4460
Schuylkill County,Pennsylvania,42107,27064,20139,34356
Snyder County,Pennsylvania,42109,7317,5381,9652
Somerset County,Pennsylvania,42111,18180,13294,23307
Sullivan County,Pennsylvania,42113,1361,876,1978
Susquehanna County,Pennsylvania,42115,9916,7278,12624
Tioga County,Pennsylvania,42117,7640,5916,9602
Union County,Pennsylvania,42119,6935,4833,9471
Venango County,Pennsylvania,42121,10844,8163,14001
Warren County,Pennsylvania,42123,6519,4704,8638
Washington County,Pennsylvania,42125,36252,30227,42838
Wayne County,Pennsylvania,42127,10666,7644,13936
Westmoreland County,Pennsylvania,42129,63681,54993,72895
Wyoming County,Pennsylvania,42131,6563,4957,8392
York County,Pennsylvania,42133,70227,59084,81884
Adjuntas Municipio,Puerto Rico,72001,No Data,No Data,No Data
Aguada Municipio,Puerto Rico,72003,No Data,No Data,No Data
Aguadilla Municipio,Puerto Rico,72005,No Data,No Data,No Data
Aguas Buenas Municipio,Puerto Rico,72007,No Data,No Data,No Data
Aibonito Municipio,Puerto Rico,72009,No Data,No Data,No Data
Arecibo Municipio,Puerto Rico,72013,No Data,No Data,No Data
Arroyo Municipio,Puerto Rico,72015,No Data,No Data,No Data
Añasco Municipio,Puerto Rico,72011,No Data,No Data,No Data
Barceloneta Municipio,Puerto Rico,72017,No Data,No Data,No Data
Barranquitas Municipio,Puerto Rico,72019,No Data,No Data,No Data
Bayamón Municipio,Puerto Rico,72021,No Data,No Data,No Data
Cabo Rojo Municipio,Puerto Rico,72023,No Data,No Data,No Data
Caguas Municipio,Puerto Rico,72025,No Data,No Data,No Data
Camuy Municipio,Puerto Rico,72027,No Data,No Data,No Data
Canóvanas Municipio,Puerto Rico,72029,No Data,No Data,No Data
Carolina Municipio,Puerto Rico,72031,No Data,No Data,No Data
Cataño Municipio,Puerto Rico,72033,No Data,No Data,No Data
Cayey Municipio,Puerto Rico,72035,No Data,No Data,No Data
Ceiba Municipio,Puerto Rico,72037,No Data,No Data,No Data
Ciales Municipio,Puerto Rico,72039,No Data,No Data,No Data
Cidra Municipio,Puerto Rico,72041,No Data,No Data,No Data
Coamo Municipio,Puerto Rico,72043,No Data,No Data,No Data
Comerío Municipio,Puerto Rico,72045,No Data,No Data,No Data
Corozal Municipio,Puerto Rico,72047,No Data,No Data,No Data
Culebra Municipio,Puerto Rico,72049,No Data,No Data,No Data
Dorado Municipio,Puerto Rico,72051,No Data,No Data,No Data
Fajardo Municipio,Puerto Rico,72053,No Data,No Data,No Data
Florida Municipio,Puerto Rico,72054,No Data,No Data,No Data
Guayama Municipio,Puerto Rico,72057,No Data,No Data,No Data
Guayanilla Municipio,Puerto Rico,72059,No Data,No Data,No Data
Guaynabo Municipio,Puerto Rico,72061,No Data,No Data,No Data
Gurabo Municipio,Puerto Rico,72063,No Data,No Data,No Data
Guánica Municipio,Puerto Rico,72055,No Data,No Data,No Data
Hatillo Municipio,Puerto Rico,72065,No Data,No Data,No Data
Hormigueros Municipio,Puerto Rico,72067,No Data,No Data,No Data
Humacao Municipio,Puerto Rico,72069,No Data,No Data,No Data
Isabela Municipio,Puerto Rico,72071,No Data,No Data,No Data
Jayuya Municipio,Puerto Rico,72073,No Data,No Data,No Data
Juana Díaz Municipio,Puerto Rico,72075,No Data,No Data,No Data
Juncos Municipio,Puerto Rico,72077,No Data,No Data,No Data
Lajas Municipio,Puerto Rico,72079,No Data,No Data,No Data
Lares Municipio,Puerto Rico,72081,No Data,No Data,No Data
Las Marías Municipio,Puerto Rico,72083,No Data,No Data,No Data
Las Piedras Municipio,Puerto Rico,72085,No Data,No Data,No Data
Loíza Municipio,Puerto Rico,72087,No Data,No Data,No Data
Luquillo Municipio,Puerto Rico,72089,No Data,No Data,No Data
Manatí Municipio,Puerto Rico,72091,No Data,No Data,No Data
Maricao Municipio,Puerto Rico,72093,No Data,No Data,No Data
Maunabo Municipio,Puerto Rico,72095,No Data,No Data,No Data
Mayagüez Municipio,Puerto Rico,72097,No Data,No Data,No Data
Moca Municipio,Puerto Rico,72099,No Data,No Data,No Data
Morovis Municipio,Puerto Rico,72101,No Data,No Data,No Data
