Obesity; Total (Total); Adults Aged 20+ Years; Crude Number; U.S. Counties; 2017
Data downloaded on 5-October-2020
County,State,CountyFIPS,Number,Lower Limit, Upper Limit
Passaic County,New Jersey,34031,98126,85356,110734
Salem County,New Jersey,34033,18690,17045,20285
Somerset County,New Jersey,34035,58592,50925,66244
Sussex County,New Jersey,34037,29121,25556,32768
Union County,New Jersey,34039,105218,93812,116641
Warren County,New Jersey,34041,26321,23806,29051
Bernalillo County,New Mexico,35001,121907,111694,132203
Catron County,New Mexico,35003,787,585,1020
Chaves County,New Mexico,35005,15330,13219,17467
Cibola County,New Mexico,35006,6693,5748,7700
Colfax County,New Mexico,35007,2691,2057,3373
Curry County,New Mexico,35009,11123,9406,12930
De Baca County,New Mexico,35011,483,353,631
Doña Ana County,New Mexico,35013,40795,35592,46071
Eddy County,New Mexico,35015,14800,12713,17073
Grant County,New Mexico,35017,6276,5206,7317
Guadalupe County,New Mexico,35019,1342,991,1750
Harding County,New Mexico,35021,164,104,236
Hidalgo County,New Mexico,35023,854,566,1158
Lea County,New Mexico,35025,15561,13410,17775
Lincoln County,New Mexico,35027,3696,3007,4436
Los Alamos County,New Mexico,35028,3309,2600,4108
Luna County,New Mexico,35029,5961,4753,7246
Mckinley County,New Mexico,35031,18926,17485,20353
Mora County,New Mexico,35033,982,693,1300
Otero County,New Mexico,35035,15380,13455,17376
Quay County,New Mexico,35037,1736,1323,2175
Rio Arriba County,New Mexico,35039,8352,6937,9825
Roosevelt County,New Mexico,35041,4166,3407,5006
San Juan County,New Mexico,35045,30952,29009,32713
San Miguel County,New Mexico,35047,6729,5266,8242
Sandoval County,New Mexico,35043,29963,26290,33677
Santa Fe County,New Mexico,35049,19090,16517,21876
Sierra County,New Mexico,35051,2668,2142,3244
Socorro County,New Mexico,35053,3886,3076,4789
Taos County,New Mexico,35055,4284,3287,5403
Torrance County,New Mexico,35057,4051,2977,5136
Union County,New Mexico,35059,1116,785,1448
Valencia County,New Mexico,35061,19163,16082,22240
Albany County,New York,36001,66078,60540,71547
Allegany County,New York,36003,12637,11482,13875
Bronx County,New York,36005,297337,271472,323723
Broome County,New York,36007,44406,40183,48619
Cattaraugus County,New York,36009,22476,20641,24334
Cayuga County,New York,36011,20402,18675,22338
Chautauqua County,New York,36013,33250,31000,35532
Chemung County,New York,36015,22643,20473,24832
Chenango County,New York,36017,14470,13273,15641
Clinton County,New York,36019,22542,20705,24498
Columbia County,New York,36021,12890,11578,14263
Cortland County,New York,36023,12278,11080,13509
Delaware County,New York,36025,11232,10135,12362
Dutchess County,New York,36027,63513,57647,69556
Erie County,New York,36029,208934,193965,223080
Essex County,New York,36031,9067,8115,10040
Franklin County,New York,36033,15341,14039,16803
Fulton County,New York,36035,14856,13636,16008
Genesee County,New York,36037,15234,13899,16633
Greene County,New York,36039,12013,10809,13264
Hamilton County,New York,36041,1130,1000,1260
Herkimer County,New York,36043,16083,14676,17405
Jefferson County,New York,36045,29937,27087,32386
Kings County,New York,36047,463801,437193,490082
Lewis County,New York,36049,7253,6571,8106
Livingston County,New York,36051,18111,16260,20093
Madison County,New York,36053,16868,15141,18757
Monroe County,New York,36055,174079,161590,186350
Montgomery County,New York,36057,12992,11680,14316
Nassau County,New York,36059,249219,228564,270190
New York County,New York,36061,212251,195103,230649
Niagara County,New York,36063,52487,47920,57520
Oneida County,New York,36065,58370,53080,63357
Onondaga County,New York,36067,109564,101402,117571
Ontario County,New York,36069,26646,23857,29215
Orange County,New York,36071,77972,70812,85033
Orleans County,New York,36073,11750,10653,12985
Oswego County,New York,36075,32594,29478,35678
Otsego County,New York,36077,13455,12113,14818
Putnam County,New York,36079,17986,15793,20399
Queens County,New York,36081,437147,408679,466523
Rensselaer County,New York,36083,36763,33304,40520
Richmond County,New York,36085,105165,95958,115017
Rockland County,New York,36087,52098,46637,57811
Saratoga County,New York,36091,48808,44504,53595
Schenectady County,New York,36093,36838,33407,40646
Schoharie County,New York,36095,8731,7919,9605
Schuyler County,New York,36097,4522,4024,5059
Seneca County,New York,36099,10257,9408,11079
St. Lawrence County,New York,36089,29095,26787,31419
Steuben County,New York,36101,25359,22976,27713
Suffolk County,New York,36103,294174,271365,316454
Sullivan County,New York,36105,20535,18750,22335
Tioga County,New York,36107,11996,10827,13160
Tompkins County,New York,36109,18098,15903,20397
Ulster County,New York,36111,41579,37932,45560
Warren County,New York,36113,15457,14047,16893
Washington County,New York,36115,16977,15523,18481
Wayne County,New York,36117,25725,23639,27719
Westchester County,New York,36119,157465,144387,172661
Wyoming County,New York,36121,12029,10875,13196
Yates County,New York,36123,5877,5311,6510
Alamance County,North Carolina,37001,45182,37470,52323
Alexander County,North Carolina,37003,11174,7876,14461
Alleghany County,North Carolina,37005,2678,1637,3862
Anson County,North Carolina,37007,7943,5128,10878
Ashe County,North Carolina,37009,5507,3807,7380
Avery County,North Carolina,37011,3487,2117,5143
Beaufort County,North Carolina,37013,16260,13257,19212
Bertie County,North Carolina,37015,6991,5684,8327
Bladen County,North Carolina,37017,12668,9857,15346
Brunswick County,North Carolina,37019,33327,27298,39090
Buncombe County,North Carolina,37021,49188,42008,56615
Burke County,North Carolina,37023,25078,19441,30659
Cabarrus County,North Carolina,37025,49944,40370,60587
Caldwell County,North Carolina,37027,24332,19493,29524
Camden County,North Carolina,37029,2824,2078,3647
Carteret County,North Carolina,37031,18553,14873,22731
Caswell County,North Carolina,37033,4093,2361,6486
Catawba County,North Carolina,37035,37900,29716,46722
Chatham County,North Carolina,37037,14639,10539,19318
Cherokee County,North Carolina,37039,7094,5673,8663
Chowan County,North Carolina,37041,4903,3707,6137
Clay County,North Carolina,37043,2322,1607,3117
Cleveland County,North Carolina,37045,27056,20400,34162
Columbus County,North Carolina,37047,19309,15738,22922
Craven County,North Carolina,37049,23376,18556,27626
Cumberland County,North Carolina,37051,76539,67757,85162
Currituck County,North Carolina,37053,5876,4125,7723
Dare County,North Carolina,37055,7955,6459,9651
Davidson County,North Carolina,37057,44979,36983,53574
Davie County,North Carolina,37059,12205,9266,15738
Duplin County,North Carolina,37061,15486,11974,19511
Durham County,North Carolina,37063,66735,57091,77155
Edgecombe County,North Carolina,37065,16005,11345,20707
Forsyth County,North Carolina,37067,92718,81752,104388
Franklin County,North Carolina,37069,20461,16130,24864
Gaston County,North Carolina,37071,47296,38088,57312
Gates County,North Carolina,37073,4370,3363,5371
Graham County,North Carolina,37075,2683,1915,3429
Granville County,North Carolina,37077,16952,11714,21972
Greene County,North Carolina,37079,4720,3053,6658
Guilford County,North Carolina,37081,136585,121368,152385
Halifax County,North Carolina,37083,16598,12899,20342
Harnett County,North Carolina,37085,32640,27168,38278
Haywood County,North Carolina,37087,15977,13532,18669
Henderson County,North Carolina,37089,26667,21503,32122
Hertford County,North Carolina,37091,8849,7126,10660
Hoke County,North Carolina,37093,13950,10479,17515
Hyde County,North Carolina,37095,1463,923,2073
Iredell County,North Carolina,37097,46303,36733,55684
Jackson County,North Carolina,37099,9406,7365,11587
Johnston County,North Carolina,37101,49230,40170,57802
Jones County,North Carolina,37103,3222,2111,4223
Lee County,North Carolina,37105,15612,11987,18945
Lenoir County,North Carolina,37107,15943,12677,19373
Lincoln County,North Carolina,37109,20118,14495,27079
Macon County,North Carolina,37113,8250,6425,10216
Madison County,North Carolina,37115,5430,3969,7001
Martin County,North Carolina,37117,6940,5180,8620
Mcdowell County,North Carolina,37111,14166,11501,16749
Mecklenburg County,North Carolina,37119,229474,208104,252040
Mitchell County,North Carolina,37121,3387,2189,4703
Montgomery County,North Carolina,37123,6785,4542,9235
Moore County,North Carolina,37125,19436,15096,24119
Nash County,North Carolina,37127,26937,21512,32181
New Hanover County,North Carolina,37129,50938,43579,58810
Northampton County,North Carolina,37131,6378,4678,8012
Onslow County,North Carolina,37133,39793,33251,46956
Orange County,North Carolina,37135,23509,17844,29599
Pamlico County,North Carolina,37137,3976,2791,5497
Pasquotank County,North Carolina,37139,12512,10460,14611
Pender County,North Carolina,37141,13278,10047,16875
Perquimans County,North Carolina,37143,3612,2456,4836
Person County,North Carolina,37145,10160,7131,13526
Pitt County,North Carolina,37147,51496,44906,58413
Polk County,North Carolina,37149,5467,3954,7105
Randolph County,North Carolina,37151,34331,27139,42229
Richmond County,North Carolina,37153,12848,9477,16432
Robeson County,North Carolina,37155,36680,32210,41301
Rockingham County,North Carolina,37157,26865,20873,33137
Rowan County,North Carolina,37159,39275,32095,47331
Rutherford County,North Carolina,37161,16754,12837,21348
Sampson County,North Carolina,37163,18080,14255,22147
Scotland County,North Carolina,37165,12158,9879,14358
Stanly County,North Carolina,37167,12912,9072,17333
Stokes County,North Carolina,37169,12672,9544,16170
Surry County,North Carolina,37171,15885,11983,19980
Swain County,North Carolina,37173,3024,1798,4521
Transylvania County,North Carolina,37175,6800,5217,8482
Tyrrell County,North Carolina,37177,806,461,1269
Union County,North Carolina,37179,57431,46865,68275
Vance County,North Carolina,37181,9313,5508,13378
Wake County,North Carolina,37183,216251,196818,236842
Warren County,North Carolina,37185,7443,4948,9789
Washington County,North Carolina,37187,3758,2792,4685
Watauga County,North Carolina,37189,8971,6368,12075
Wayne County,North Carolina,37191,36038,30509,41734
Wilkes County,North Carolina,37193,20584,16675,24930
Wilson County,North Carolina,37195,19992,15115,25298
Yadkin County,North Carolina,37197,9741,6970,13089
Yancey County,North Carolina,37199,3437,2120,4932
Adams County,North Dakota,38001,583,423,763
Barnes County,North Dakota,38003,2837,2406,3267
Benson County,North Dakota,38005,1840,1532,2148
Billings County,North Dakota,38007,219,151,300
Bottineau County,North Dakota,38009,1796,1519,2088
Bowman County,North Dakota,38011,523,377,696
Burke County,North Dakota,38013,525,390,662
Burleigh County,North Dakota,38015,22263,20733,23699
Cass County,North Dakota,38017,43710,41016,46571
Cavalier County,North Dakota,38019,922,732,1134
Dickey County,North Dakota,38021,1287,1044,1551
Divide County,North Dakota,38023,581,432,749
Dunn County,North Dakota,38025,1226,1007,1461
Eddy County,North Dakota,38027,593,445,742
Emmons County,North Dakota,38029,735,562,912
Foster County,North Dakota,38031,1028,815,1237
Golden Valley County,North Dakota,38033,393,286,514
Grand Forks County,North Dakota,38035,16694,15131,18439
Grant County,North Dakota,38037,548,426,683
Griggs County,North Dakota,38039,613,460,767
Hettinger County,North Dakota,38041,537,400,691
Kidder County,North Dakota,38043,696,530,866
Lamoure County,North Dakota,38045,1005,810,1205
Logan County,North Dakota,38047,488,359,615
Mchenry County,North Dakota,38049,1495,1226,1773
Mcintosh County,North Dakota,38051,535,397,685
Mckenzie County,North Dakota,38053,2861,2416,3338
Mclean County,North Dakota,38055,2550,2209,2926
Mercer County,North Dakota,38057,2281,1986,2583
Morton County,North Dakota,38059,7518,6700,8376
Mountrail County,North Dakota,38061,2844,2410,3283
Nelson County,North Dakota,38063,946,790,1120
Oliver County,North Dakota,38065,439,329,556
Pembina County,North Dakota,38067,2211,1910,2524
Pierce County,North Dakota,38069,1258,997,1504
Ramsey County,North Dakota,38071,2875,2516,3241
Ransom County,North Dakota,38073,1304,1048,1563
Renville County,North Dakota,38075,551,398,709
Richland County,North Dakota,38077,4438,3890,4957
Rolette County,North Dakota,38079,4225,3723,4729
Sargent County,North Dakota,38081,1025,813,1243
Sheridan County,North Dakota,38083,375,273,484
Sioux County,North Dakota,38085,962,693,1281
Slope County,North Dakota,38087,167,104,239
Stark County,North Dakota,38089,7940,6996,8914
Steele County,North Dakota,38091,592,449,728
Stutsman County,North Dakota,38093,5323,4609,6081
Towner County,North Dakota,38095,529,392,683
Traill County,North Dakota,38097,2334,1933,2758
Walsh County,North Dakota,38099,2851,2467,3273
Ward County,North Dakota,38101,17261,15881,18744
Wells County,North Dakota,38103,1068,861,1274
Williams County,North Dakota,38105,8883,8062,9780
Adams County,Ohio,39001,7328,5975,8667
Allen County,Ohio,39003,27349,24393,30308
Ashland County,Ohio,39005,14048,10626,17430
Ashtabula County,Ohio,39007,27511,23507,31593
Athens County,Ohio,39009,17526,15367,19630
Auglaize County,Ohio,39011,11854,10173,13684
Belmont County,Ohio,39013,19001,16879,21211
Brown County,Ohio,39015,10339,8204,12280
Butler County,Ohio,39017,89407,79521,100971
Carroll County,Ohio,39019,8644,7116,10130
Champaign County,Ohio,39021,10441,7911,12957
Clark County,Ohio,39023,37238,32381,42209
Clermont County,Ohio,39025,58173,50945,65722
Clinton County,Ohio,39027,11108,8587,13986
Columbiana County,Ohio,39029,28511,24503,32533
Coshocton County,Ohio,39031,10412,8884,11893
Crawford County,Ohio,39033,10638,8867,12444
Cuyahoga County,Ohio,39035,304864,283183,326476
Darke County,Ohio,39037,14076,11123,17263
Defiance County,Ohio,39039,10954,8919,12830
Delaware County,Ohio,39041,41934,37472,46672
Erie County,Ohio,39043,19702,16668,22607
Fairfield County,Ohio,39045,42250,36511,48195
Fayette County,Ohio,39047,7658,6279,9127
Franklin County,Ohio,39049,289099,271823,306949
Fulton County,Ohio,39051,10121,8195,12119
Gallia County,Ohio,39053,9204,8020,10467
Geauga County,Ohio,39055,17981,13495,23060
Greene County,Ohio,39057,39149,33344,45138
Guernsey County,Ohio,39059,10503,8796,12129
Hamilton County,Ohio,39061,185622,169583,200835
Hancock County,Ohio,39063,20260,17562,23060
Hardin County,Ohio,39065,8540,7130,9974
Harrison County,Ohio,39067,4416,3629,5220
Henry County,Ohio,39069,6921,5382,8651
Highland County,Ohio,39071,11226,9385,13150
Hocking County,Ohio,39073,8652,7353,10005
Holmes County,Ohio,39075,7712,5422,10207
Huron County,Ohio,39077,17587,14888,20118
Jackson County,Ohio,39079,10251,8967,11584
Jefferson County,Ohio,39081,19702,17682,21722
Knox County,Ohio,39083,15049,12849,17341
Lake County,Ohio,39085,48922,40719,57579
Lawrence County,Ohio,39087,18527,16645,20236
Licking County,Ohio,39089,42378,37094,48123
Logan County,Ohio,39091,13019,10469,15635
Lorain County,Ohio,39093,83053,72622,93722
Lucas County,Ohio,39095,118447,109339,127532
Madison County,Ohio,39097,11245,8194,14342
Mahoning County,Ohio,39099,59107,52680,66018
Marion County,Ohio,39101,19472,17110,21845
Medina County,Ohio,39103,36681,30369,43409
Meigs County,Ohio,39105,7261,6338,8328
Mercer County,Ohio,39107,10072,8631,11636
Miami County,Ohio,39109,28245,23548,33204
Monroe County,Ohio,39111,3857,3084,4605
Montgomery County,Ohio,39113,142329,129454,154523
Morgan County,Ohio,39115,3966,3176,4781
Morrow County,Ohio,39117,10164,8650,11755
Muskingum County,Ohio,39119,24210,22033,26509
Noble County,Ohio,39121,4397,3565,5295
Ottawa County,Ohio,39123,12703,10641,14770
Paulding County,Ohio,39125,5596,4395,6877
Perry County,Ohio,39127,10478,9009,12074
Pickaway County,Ohio,39129,15194,11724,18845
Pike County,Ohio,39131,8754,7394,10215
Portage County,Ohio,39133,34728,29240,41212
Preble County,Ohio,39135,11340,8702,14164
Putnam County,Ohio,39137,9322,7902,10711
Richland County,Ohio,39139,32606,28885,36348
Ross County,Ohio,39141,23088,20504,25665
Sandusky County,Ohio,39143,15466,13235,17919
Scioto County,Ohio,39145,22189,19677,24766
Seneca County,Ohio,39147,15531,13341,17812
Shelby County,Ohio,39149,11980,9340,14820
Stark County,Ohio,39151,103549,93721,113136
Summit County,Ohio,39153,129332,117128,142585
Trumbull County,Ohio,39155,60733,54269,67102
Tuscarawas County,Ohio,39157,24017,21381,26807
Union County,Ohio,39159,14436,12289,16770
Van Wert County,Ohio,39161,8503,7042,9998
Vinton County,Ohio,39163,4188,3431,4923
Warren County,Ohio,39165,46325,38599,53907
Washington County,Ohio,39167,17040,15339,18805
Wayne County,Ohio,39169,27274,22125,32417
Williams County,Ohio,39171,10543,8547,12729
Wood County,Ohio,39173,34160,29647,38776
Wyandot County,Ohio,39175,5658,4501,6869
Adair County,Oklahoma,40001,6758,5157,8387
Alfalfa County,Oklahoma,40003,1833,1329,2384
Atoka County,Oklahoma,40005,3249,2229,4387
Beaver County,Oklahoma,40007,1223,884,1595
Beckham County,Oklahoma,40009,5485,4270,6873
Blaine County,Oklahoma,40011,2388,1874,2982
Bryan County,Oklahoma,40013,11332,9431,13454
Caddo County,Oklahoma,40015,9090,7619,10571
Canadian County,Oklahoma,40017,35672,31655,40003
Carter County,Oklahoma,40019,12629,10738,14545
Cherokee County,Oklahoma,40021,15260,12562,17733
Choctaw County,Oklahoma,40023,3663,2729,4701
Cimarron County,Oklahoma,40025,421,269,584
Cleveland County,Oklahoma,40027,74040,67001,81458
Coal County,Oklahoma,40029,1188,710,1693
Comanche County,Oklahoma,40031,29161,25640,32843
Cotton County,Oklahoma,40033,1461,1005,1938
Craig County,Oklahoma,40035,3548,2410,4686
Creek County,Oklahoma,40037,18555,15571,21581
Custer County,Oklahoma,40039,8045,6541,9515
Delaware County,Oklahoma,40041,10563,8381,12743
Dewey County,Oklahoma,40043,1138,819,1496
Ellis County,Oklahoma,40045,1044,739,1348
Garfield County,Oklahoma,40047,15513,13711,17496
Garvin County,Oklahoma,40049,6555,5212,7938
Grady County,Oklahoma,40051,13832,11713,15945
Grant County,Oklahoma,40053,965,669,1296
Greer County,Oklahoma,40055,1163,730,1674
Harmon County,Oklahoma,40057,524,301,797
Harper County,Oklahoma,40059,662,416,964
Haskell County,Oklahoma,40061,2825,1998,3663
Hughes County,Oklahoma,40063,3656,2610,4814
Jackson County,Oklahoma,40065,6859,5457,8289
Jefferson County,Oklahoma,40067,1940,1422,2464
Johnston County,Oklahoma,40069,3168,2384,3972
Kay County,Oklahoma,40071,12889,10726,15237
Kingfisher County,Oklahoma,40073,4143,3354,4999
Kiowa County,Oklahoma,40075,2188,1561,2816
Latimer County,Oklahoma,40077,2847,2034,3691
Le Flore County,Oklahoma,40079,14453,12232,16678
Lincoln County,Oklahoma,40081,9947,8159,11786
Logan County,Oklahoma,40083,11604,9680,13525
Love County,Oklahoma,40085,1977,1313,2815
Major County,Oklahoma,40093,2413,1909,2933
Marshall County,Oklahoma,40095,5173,4098,6287
Mayes County,Oklahoma,40097,11529,9412,13641
Mcclain County,Oklahoma,40087,10238,8459,12158
Mccurtain County,Oklahoma,40089,9080,7487,10599
Mcintosh County,Oklahoma,40091,5107,3855,6418
Murray County,Oklahoma,40099,3459,2555,4370
Muskogee County,Oklahoma,40101,20177,17576,22775
Noble County,Oklahoma,40103,3269,2421,4168
Nowata County,Oklahoma,40105,3322,2311,4297
Okfuskee County,Oklahoma,40107,5309,4257,6389
Oklahoma County,Oklahoma,40109,185359,174932,196363
Okmulgee County,Oklahoma,40111,9919,7863,12107
Osage County,Oklahoma,40113,13155,10949,15433
Ottawa County,Oklahoma,40115,8411,6607,10381
Pawnee County,Oklahoma,40117,5124,3965,6199
Payne County,Oklahoma,40119,19647,16676,22729
Pittsburg County,Oklahoma,40121,11578,9601,13857
Pontotoc County,Oklahoma,40123,9729,8014,11434
Pottawatomie County,Oklahoma,40125,19182,16693,21884
Pushmataha County,Oklahoma,40127,2607,1904,3363
Roger Mills County,Oklahoma,40129,803,548,1104
Rogers County,Oklahoma,40131,23965,20204,27641
Seminole County,Oklahoma,40133,5966,4709,7324
Sequoyah County,Oklahoma,40135,10541,8308,12882
Stephens County,Oklahoma,40137,11983,10294,13832
Texas County,Oklahoma,40139,4355,3431,5326
Tillman County,Oklahoma,40141,2544,1918,3162
Tulsa County,Oklahoma,40143,142629,133188,153136
Wagoner County,Oklahoma,40145,21806,18668,25016
Washington County,Oklahoma,40147,13725,11471,16179
Washita County,Oklahoma,40149,2763,2134,3530
Woods County,Oklahoma,40151,2683,2051,3320
Woodward County,Oklahoma,40153,4717,3738,5879
Baker County,Oregon,41001,3784,2867,4826
Benton County,Oregon,41003,15293,12686,18073
Clackamas County,Oregon,41005,87007,79201,94957
Clatsop County,Oregon,41007,9870,7957,11923
Columbia County,Oregon,41009,13295,11186,15711
Coos County,Oregon,41011,19407,16804,22309
Crook County,Oregon,41013,6029,4701,7574
Curry County,Oregon,41015,6857,5443,8339
Deschutes County,Oregon,41017,36980,32322,41877
Douglas County,Oregon,41019,29363,25444,33146
Gilliam County,Oregon,41021,458,302,623
Grant County,Oregon,41023,1316,861,1903
Harney County,Oregon,41025,1780,1281,2337
Hood River County,Oregon,41027,5090,3721,6619
Jackson County,Oregon,41029,44827,39608,50230
Jefferson County,Oregon,41031,6488,4860,8032
Josephine County,Oregon,41033,21749,18694,25188
Klamath County,Oregon,41035,15301,12706,17915
Lake County,Oregon,41037,2263,1604,2949
Lane County,Oregon,41039,83970,77084,90781
Lincoln County,Oregon,41041,14314,12149,16826
Linn County,Oregon,41043,32775,29027,36692
Malheur County,Oregon,41045,8686,6891,10482
Marion County,Oregon,41047,86236,79565,93108
Morrow County,Oregon,41049,2891,2109,3685
Multnomah County,Oregon,41051,152787,141973,163048
Polk County,Oregon,41053,21371,18268,24705
Sherman County,Oregon,41055,485,329,658
Tillamook County,Oregon,41057,8079,6470,9870
Umatilla County,Oregon,41059,19766,16684,22964
Union County,Oregon,41061,7793,6283,9395
Wallowa County,Oregon,41063,1504,1080,1992
Wasco County,Oregon,41065,5639,4239,7156
Washington County,Oregon,41067,127737,118910,137338
Wheeler County,Oregon,41069,288,165,437
Yamhill County,Oregon,41071,27269,23542,31248
Adams County,Pennsylvania,42001,24561,19029,30322
Allegheny County,Pennsylvania,42003,274010,257223,292271
Armstrong County,Pennsylvania,42005,22856,18715,27291
Beaver County,Pennsylvania,42007,47580,40073,55123
Bedford County,Pennsylvania,42009,11595,8653,14682
Berks County,Pennsylvania,42011,106519,91339,120702
Blair County,Pennsylvania,42013,30705,24992,36831
Bradford County,Pennsylvania,42015,18272,15558,21209
Bucks County,Pennsylvania,42017,135725,119366,154250
Butler County,Pennsylvania,42019,47400,40533,55007
Cambria County,Pennsylvania,42021,30404,24310,36868
Cameron County,Pennsylvania,42023,913,528,1376
Carbon County,Pennsylvania,42025,16999,13308,21086
Centre County,Pennsylvania,42027,30317,25472,35244
Chester County,Pennsylvania,42029,84988,71114,99183
Clarion County,Pennsylvania,42031,9666,6893,12353
Clearfield County,Pennsylvania,42033,27107,22391,32366
Clinton County,Pennsylvania,42035,11404,9131,13574
Columbia County,Pennsylvania,42037,18357,15019,22052
Crawford County,Pennsylvania,42039,25713,21614,29999
Cumberland County,Pennsylvania,42041,50819,41991,61033
Dauphin County,Pennsylvania,42043,68795,58996,78498
Delaware County,Pennsylvania,42045,115126,99841,132588
Elk County,Pennsylvania,42047,7504,5500,9903
Erie County,Pennsylvania,42049,68378,61500,77222
Fayette County,Pennsylvania,42051,38304,32189,44725
Forest County,Pennsylvania,42053,1876,1000,2912
Franklin County,Pennsylvania,42055,38720,31898,45535
Fulton County,Pennsylvania,42057,3031,2023,4241
Greene County,Pennsylvania,42059,10174,7426,13035
Huntingdon County,Pennsylvania,42061,11468,8460,14892
Indiana County,Pennsylvania,42063,17927,13537,22831
Jefferson County,Pennsylvania,42065,11219,8720,14175
Juniata County,Pennsylvania,42067,5578,3766,7600
Lackawanna County,Pennsylvania,42069,47264,39382,55417
Lancaster County,Pennsylvania,42071,131798,114874,150007
Lawrence County,Pennsylvania,42073,25036,20682,29164
Lebanon County,Pennsylvania,42075,39838,33281,46850
Lehigh County,Pennsylvania,42077,85637,74993,97620
Luzerne County,Pennsylvania,42079,81170,71182,91900
Lycoming County,Pennsylvania,42081,33908,29567,38132
Mckean County,Pennsylvania,42083,11350,8856,14108
Mercer County,Pennsylvania,42085,32170,27461,37437
Mifflin County,Pennsylvania,42087,12227,8902,15514
Monroe County,Pennsylvania,42089,42770,35015,50200
Montgomery County,Pennsylvania,42091,159409,140924,178489
Montour County,Pennsylvania,42093,4639,3327,6072
Northampton County,Pennsylvania,42095,73085,63637,82765
Northumberland County,Pennsylvania,42097,27992,23933,31935
Perry County,Pennsylvania,42099,10379,7234,13871
Philadelphia County,Pennsylvania,42101,344121,323390,366296
Pike County,Pennsylvania,42103,12975,9580,16735
Potter County,Pennsylvania,42105,4255,3077,5617
Schuylkill County,Pennsylvania,42107,41154,33206,49804
Snyder County,Pennsylvania,42109,10498,8133,13009
Somerset County,Pennsylvania,42111,23966,18580,29707
Sullivan County,Pennsylvania,42113,1481,945,2107
Susquehanna County,Pennsylvania,42115,11973,9617,14638
Tioga County,Pennsylvania,42117,10961,8849,13431
Union County,Pennsylvania,42119,10290,7590,13200
Venango County,Pennsylvania,42121,14487,11493,17423
Warren County,Pennsylvania,42123,10646,8235,13174
Washington County,Pennsylvania,42125,61477,53947,69398
Wayne County,Pennsylvania,42127,12527,9389,16394
Westmoreland County,Pennsylvania,42129,85120,74320,95852
Wyoming County,Pennsylvania,42131,6647,4879,8447
York County,Pennsylvania,42133,103541,91149,116654
Adjuntas Municipio,Puerto Rico,72001,No Data,No Data,No Data
Aguada Municipio,Puerto Rico,72003,No Data,No Data,No Data
Aguadilla Municipio,Puerto Rico,72005,No Data,No Data,No Data
Aguas Buenas Municipio,Puerto Rico,72007,No Data,No Data,No Data
Aibonito Municipio,Puerto Rico,72009,No Data,No Data,No Data
Arecibo Municipio,Puerto Rico,72013,No Data,No Data,No Data
Arroyo Municipio,Puerto Rico,72015,No Data,No Data,No Data
Añasco Municipio,Puerto Rico,72011,No Data,No Data,No Data
Barceloneta Municipio,Puerto Rico,72017,No Data,No Data,No Data
Barranquitas Municipio,Puerto Rico,72019,No Data,No Data,No Data
Bayamón Municipio,Puerto Rico,72021,No Data,No Data,No Data
Cabo Rojo Municipio,Puerto Rico,72023,No Data,No Data,No Data
Caguas Municipio,Puerto Rico,72025,No Data,No Data,No Data
Camuy Municipio,Puerto Rico,72027,No Data,No Data,No Data
Canóvanas Municipio,Puerto Rico,72029,No Data,No Data,No Data
Carolina Municipio,Puerto Rico,72031,No Data,No Data,No Data
Cataño Municipio,Puerto Rico,72033,No Data,No Data,No Data
Cayey Municipio,Puerto Rico,72035,No Data,No Data,No Data
Ceiba Municipio,Puerto Rico,72037,No Data,No Data,No Data
Ciales Municipio,Puerto Rico,72039,No Data,No Data,No Data
Cidra Municipio,Puerto Rico,72041,No Data,No Data,No Data
Coamo Municipio,Puerto Rico,72043,No Data,No Data,No Data
Comerío Municipio,Puerto Rico,72045,No Data,No Data,No Data
Corozal Municipio,Puerto Rico,72047,No Data,No Data,No Data
Culebra Municipio,Puerto Rico,72049,No Data,No Data,No Data
Dorado Municipio,Puerto Rico,72051,No Data,No Data,No Data
Fajardo Municipio,Puerto Rico,72053,No Data,No Data,No Data
Florida Municipio,Puerto Rico,72054,No Data,No Data,No Data
Guayama Municipio,Puerto Rico,72057,No Data,No Data,No Data
Guayanilla Municipio,Puerto Rico,72059,No Data,No Data,No Data
Guaynabo Municipio,Puerto Rico,72061,No Data,No Data,No Data
Gurabo Municipio,Puerto Rico,72063,No Data,No Data,No Data
Guánica Municipio,Puerto Rico,72055,No Data,No Data,No Data
Hatillo Municipio,Puerto Rico,72065,No Data,No Data,No Data
Hormigueros Municipio,Puerto Rico,72067,No Data,No Data,No Data
Humacao Municipio,Puerto Rico,72069,No Data,No Data,No Data
Isabela Municipio,Puerto Rico,72071,No Data,No Data,No Data
Jayuya Municipio,Puerto Rico,72073,No Data,No Data,No Data
Juana Díaz Municipio,Puerto Rico,72075,No Data,No Data,No Data
Juncos Municipio,Puerto Rico,72077,No Data,No Data,No Data
Lajas Municipio,Puerto Rico,72079,No Data,No Data,No Data
Lares Municipio,Puerto Rico,72081,No Data,No Data,No Data
Las Marías Municipio,Puerto Rico,72083,No Data,No Data,No Data
Las Piedras Municipio,Puerto Rico,72085,No Data,No Data,No Data
Loíza Municipio,Puerto Rico,72087,No Data,No Data,No Data
Luquillo Municipio,Puerto Rico,72089,No Data,No Data,No Data
Manatí Municipio,Puerto Rico,72091,No Data,No Data,No Data
Maricao Municipio,Puerto Rico,72093,No Data,No Data,No Data
